Latitude (decimal degrees):	48.630
Longitude (decimal degrees):	2.270
Elevation (m):	56
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230101:0010,0.0,0.0,0.0,0.0,14.75,7.03,0.0
20230101:0110,0.0,0.0,0.0,0.0,14.49,6.69,0.0
20230101:0210,0.0,0.0,0.0,0.0,14.39,6.34,0.0
20230101:0310,0.0,0.0,0.0,0.0,14.16,5.86,0.0
20230101:0410,0.0,0.0,0.0,0.0,13.69,5.38,0.0
20230101:0510,0.0,0.0,0.0,0.0,12.94,4.9,0.0
20230101:0610,0.0,0.0,0.0,0.0,12.29,4.48,0.0
20230101:0710,0.0,0.0,0.0,0.0,12.68,5.1,0.0
20230101:0810,1.0,10.84,0.0,2.75,12.62,4.83,0.0
20230101:0910,3.0,57.0,0.0,9.59,12.57,4.48,0.0
20230101:1010,0.0,42.0,0.0,14.71,12.52,4.21,0.0
20230101:1110,3.0,110.0,0.0,17.7,12.65,3.66,0.0
20230101:1210,0.0,93.0,0.0,18.27,12.64,3.03,0.0
20230101:1310,0.0,36.0,0.0,16.35,12.75,2.83,0.0
20230101:1410,2.0,68.0,0.0,12.14,12.41,2.62,0.0
20230101:1510,0.0,20.0,0.0,6.02,12.16,2.28,0.0
20230101:1610,0.0,0.0,0.0,0.0,11.9,2.34,0.0
20230101:1710,0.0,0.0,0.0,0.0,11.77,2.55,0.0
20230101:1810,0.0,0.0,0.0,0.0,11.93,2.83,0.0
20230101:1910,0.0,0.0,0.0,0.0,13.66,5.17,0.0
20230101:2010,0.0,0.0,0.0,0.0,14.19,5.1,0.0
20230101:2110,0.0,0.0,0.0,0.0,14.62,5.52,0.0
20230101:2210,0.0,0.0,0.0,0.0,14.98,6.34,0.0
20230101:2310,0.0,0.0,0.0,0.0,14.83,6.55,0.0
20230102:0010,0.0,0.0,0.0,0.0,14.18,6.07,0.0
20230102:0110,0.0,0.0,0.0,0.0,13.39,5.52,0.0
20230102:0210,0.0,0.0,0.0,0.0,12.93,5.17,0.0
20230102:0310,0.0,0.0,0.0,0.0,12.3,4.69,0.0
20230102:0410,0.0,0.0,0.0,0.0,11.95,4.14,0.0
20230102:0510,0.0,0.0,0.0,0.0,11.55,3.79,0.0
20230102:0610,0.0,0.0,0.0,0.0,11.14,3.45,0.0
20230102:0710,0.0,0.0,0.0,0.0,10.44,3.17,0.0
20230102:0810,5.0,13.9,0.0,2.76,9.99,2.83,0.0
20230102:0910,0.0,19.0,0.0,9.62,9.8,3.17,0.0
20230102:1010,0.0,20.0,0.0,14.77,9.86,3.66,0.0
20230102:1110,1.0,95.0,0.0,17.77,10.11,3.86,0.0
20230102:1210,29.0,144.0,0.0,18.36,10.72,5.17,0.0
20230102:1310,114.01,107.0,0.0,16.45,11.06,4.83,0.0
20230102:1410,4.0,76.0,0.0,12.26,11.22,4.34,0.0
20230102:1510,12.0,40.0,0.0,6.14,10.76,3.59,0.0
20230102:1610,0.0,0.0,0.0,0.0,9.76,3.17,0.0
20230102:1710,0.0,0.0,0.0,0.0,8.83,2.76,0.0
20230102:1810,0.0,0.0,0.0,0.0,7.97,2.62,0.0
20230102:1910,0.0,0.0,0.0,0.0,7.22,2.69,0.0
20230102:2010,0.0,0.0,0.0,0.0,6.86,2.62,0.0
20230102:2110,0.0,0.0,0.0,0.0,6.6,2.55,0.0
20230102:2210,0.0,0.0,0.0,0.0,6.46,2.55,0.0
20230102:2310,0.0,0.0,0.0,0.0,6.24,2.76,0.0
20230103:0010,0.0,0.0,0.0,0.0,6.09,2.97,0.0
20230103:0110,0.0,0.0,0.0,0.0,6.03,3.1,0.0
20230103:0210,0.0,0.0,0.0,0.0,5.93,3.1,0.0
20230103:0310,0.0,0.0,0.0,0.0,5.73,3.1,0.0
20230103:0410,0.0,0.0,0.0,0.0,5.48,3.1,0.0
20230103:0510,0.0,0.0,0.0,0.0,5.27,3.1,0.0
20230103:0610,0.0,0.0,0.0,0.0,5.05,3.17,0.0
20230103:0710,0.0,0.0,0.0,0.0,5.36,3.1,0.0
20230103:0810,1.0,11.83,0.0,2.78,5.5,3.1,0.0
20230103:0910,7.0,65.0,0.0,9.66,6.14,3.17,0.0
20230103:1010,5.0,97.0,0.0,14.82,7.46,3.31,0.0
20230103:1110,4.0,114.0,0.0,17.85,8.9,3.66,0.0
20230103:1210,6.0,122.0,0.0,18.46,10.14,4.07,0.0
