Latitude (decimal degrees):	48.630
Longitude (decimal degrees):	2.270
Elevation (m):	56
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20130101:0010,0.0,0.0,0.0,0.0,7.58,6.07,0.0
20130101:0110,0.0,0.0,0.0,0.0,7.6,6.14,0.0
20130101:0210,0.0,0.0,0.0,0.0,7.65,6.14,0.0
20130101:0310,0.0,0.0,0.0,0.0,7.73,6.07,0.0
20130101:0410,0.0,0.0,0.0,0.0,7.81,5.59,0.0
20130101:0510,0.0,0.0,0.0,0.0,7.98,4.69,0.0
20130101:0610,0.0,0.0,0.0,0.0,8.1,4.0,0.0
20130101:0710,0.0,0.0,0.0,0.0,8.12,4.34,0.0
20130101:0810,6.0,12.76,0.0,2.75,8.03,4.48,0.0
20130101:0910,30.0,70.0,0.0,9.59,8.0,4.07,0.0
20130101:1010,116.01,90.0,0.0,14.71,8.27,4.0,0.0
20130101:1110,0.0,60.0,0.0,17.7,8.3,4.21,0.0
20130101:1210,216.01,76.0,0.0,18.27,8.37,4.55,0.0
20130101:1310,88.0,118.0,0.0,16.35,8.42,4.34,0.0
20130101:1410,40.0,90.0,0.0,12.14,8.2,3.66,0.0
20130101:1510,45.01,29.0,0.0,6.02,7.84,3.38,0.0
20130101:1610,0.0,0.0,0.0,0.0,6.91,2.69,0.0
20130101:1710,0.0,0.0,0.0,0.0,5.92,2.55,0.0
20130101:1810,0.0,0.0,0.0,0.0,5.24,2.62,0.0
20130101:1910,0.0,0.0,0.0,0.0,4.46,2.9,0.0
20130101:2010,0.0,0.0,0.0,0.0,3.9,2.9,0.0
20130101:2110,0.0,0.0,0.0,0.0,3.49,3.03,0.0
20130101:2210,0.0,0.0,0.0,0.0,3.22,2.9,0.0
20130101:2310,0.0,0.0,0.0,0.0,2.92,2.76,0.0
20130102:0010,0.0,0.0,0.0,0.0,2.67,2.9,0.0
20130102:0110,0.0,0.0,0.0,0.0,2.65,3.03,0.0
20130102:0210,0.0,0.0,0.0,0.0,2.85,2.97,0.0
20130102:0310,0.0,0.0,0.0,0.0,3.08,2.76,0.0
20130102:0410,0.0,0.0,0.0,0.0,3.24,2.62,0.0
20130102:0510,0.0,0.0,0.0,0.0,2.89,2.55,0.0
20130102:0610,0.0,0.0,0.0,0.0,2.66,2.41,0.0
20130102:0710,0.0,0.0,0.0,0.0,2.82,2.14,0.0
20130102:0810,11.0,11.74,0.0,2.76,2.48,2.21,0.0
20130102:0910,96.01,44.0,0.0,9.62,3.19,1.79,0.0
20130102:1010,148.01,73.0,0.0,14.77,4.69,1.79,0.0
20130102:1110,63.0,140.0,0.0,17.77,6.12,2.0,0.0
20130102:1210,152.01,112.0,0.0,18.36,7.13,2.07,0.0
20130102:1310,207.01,61.0,0.0,16.45,8.02,2.48,0.0
20130102:1410,24.0,93.0,0.0,12.26,8.47,2.48,0.0
20130102:1510,16.0,40.0,0.0,6.14,8.13,1.59,0.0
20130102:1610,0.0,0.0,0.0,0.0,7.61,1.66,0.0
20130102:1710,0.0,0.0,0.0,0.0,7.18,1.86,0.0
20130102:1810,0.0,0.0,0.0,0.0,6.97,2.07,0.0
20130102:1910,0.0,0.0,0.0,0.0,6.77,2.41,0.0
20130102:2010,0.0,0.0,0.0,0.0,6.75,2.55,0.0
20130102:2110,0.0,0.0,0.0,0.0,6.82,2.83,0.0
20130102:2210,0.0,0.0,0.0,0.0,6.93,3.1,0.0
20130102:2310,0.0,0.0,0.0,0.0,7.0,3.38,0.0
20130103:0010,0.0,0.0,0.0,0.0,7.16,3.66,0.0
20130103:0110,0.0,0.0,0.0,0.0,7.28,3.59,0.0
20130103:0210,0.0,0.0,0.0,0.0,7.48,3.45,0.0
20130103:0310,0.0,0.0,0.0,0.0,7.7,3.31,0.0
20130103:0410,0.0,0.0,0.0,0.0,7.93,3.31,0.0
20130103:0510,0.0,0.0,0.0,0.0,8.2,3.31,0.0
20130103:0610,0.0,0.0,0.0,0.0,8.45,3.31,0.0
20130103:0710,0.0,0.0,0.0,0.0,8.33,2.83,0.0
20130103:0810,2.0,13.59,0.0,2.78,8.5,2.76,0.0
20130103:0910,35.0,68.0,0.0,9.66,8.83,2.62,0.0
20130103:1010,0.0,58.0,0.0,14.82,9.46,3.24,0.0
20130103:1110,26.0,137.0,0.0,17.85,9.82,3.1,0.0
20130103:1210,9.0,129.0,0.0,18.46,10.3,3.1,0.0
20130103:1310,0.0,76.0,0.0,16.57,10.68,3.24,0.0
20130103:1410,1.0,66.0,0.0,12.38,10.81,2.55,0.0
20130103:1510,12.0,40.0,0.0,6.27,10.72,2.41,0.0
20130103:1610,0.0,0.0,0.0,0.0,10.49,2.34,0.0
20130103:1710,0.0,0.0,0.0,0.0,10.32,2.41,0.0
20130103:1810,0.0,0.0,0.0,0.0,10.21,2.48,0.0
20130103:1910,0.0,0.0,0.0,0.0,9.86,2.21,0.0
20130103:2010,0.0,0.0,0.0,0.0,9.81,2.28,0.0
20130103:2110,0.0,0.0,0.0,0.0,9.71,2.34,0.0
20130103:2210,0.0,0.0,0.0,0.0,9.56,2.55,0.0
20130103:2310,0.0,0.0,0.0,0.0,9.34,2.69,0.0
20130104:0010,0.0,0.0,0.0,0.0,9.09,2.62,0.0
20130104:0110,0.0,0.0,0.0,0.0,8.85,2.48,0.0
20130104:0210,0.0,0.0,0.0,0.0,8.63,2.21,0.0
20130104:0310,0.0,0.0,0.0,0.0,8.49,2.0,0.0
20130104:0410,0.0,0.0,0.0,0.0,8.35,1.93,0.0
20130104:0510,0.0,0.0,0.0,0.0,8.28,1.93,0.0
20130104:0610,0.0,0.0,0.0,0.0,8.12,2.07,0.0
20130104:0710,0.0,0.0,0.0,0.0,7.54,2.0,0.0
20130104:0810,0.0,11.0,0.0,2.81,7.62,1.79,0.0
20130104:0910,3.0,58.0,0.0,9.71,8.16,1.59,0.0
20130104:1010,0.0,24.0,0.0,14.89,8.8,2.0,0.0
20130104:1110,0.0,88.0,0.0,17.94,9.44,2.41,0.0
20130104:1210,7.0,126.0,0.0,18.56,9.78,2.34,0.0
20130104:1310,0.0,82.0,0.0,16.69,9.86,2.0,0.0
20130104:1410,0.0,24.0,0.0,12.51,9.82,1.72,0.0
20130104:1510,0.0,7.0,0.0,6.41,9.8,1.72,0.0
20130104:1610,0.0,0.0,0.0,0.0,9.43,1.72,0.0
20130104:1710,0.0,0.0,0.0,0.0,9.06,1.79,0.0
20130104:1810,0.0,0.0,0.0,0.0,8.86,1.86,0.0
20130104:1910,0.0,0.0,0.0,0.0,8.63,1.86,0.0
20130104:2010,0.0,0.0,0.0,0.0,8.57,1.93,0.0
20130104:2110,0.0,0.0,0.0,0.0,8.48,1.93,0.0
20130104:2210,0.0,0.0,0.0,0.0,8.45,1.86,0.0
20130104:2310,0.0,0.0,0.0,0.0,8.35,1.86,0.0
20130105:0010,0.0,0.0,0.0,0.0,8.26,1.93,0.0
20130105:0110,0.0,0.0,0.0,0.0,8.25,1.93,0.0
20130105:0210,0.0,0.0,0.0,0.0,8.1,1.79,0.0
20130105:0310,0.0,0.0,0.0,0.0,8.04,1.52,0.0
20130105:0410,0.0,0.0,0.0,0.0,8.01,1.38,0.0
20130105:0510,0.0,0.0,0.0,0.0,8.0,1.31,0.0
20130105:0610,0.0,0.0,0.0,0.0,7.95,1.38,0.0
20130105:0710,0.0,0.0,0.0,0.0,8.16,1.52,0.0
20130105:0810,0.0,12.0,0.0,2.85,8.15,1.66,0.0
20130105:0910,6.0,65.0,0.0,9.76,8.36,2.55,0.0
20130105:1010,0.0,55.0,0.0,14.96,8.85,2.69,0.0
20130105:1110,0.0,51.0,0.0,18.03,8.92,2.55,0.0
20130105:1210,0.0,65.0,0.0,18.67,8.98,2.48,0.0
20130105:1310,0.0,51.0,0.0,16.82,9.02,2.41,0.0
20130105:1410,0.0,36.0,0.0,12.65,9.0,2.34,0.0
20130105:1510,0.0,25.0,0.0,6.56,8.91,1.93,0.0
20130105:1610,0.0,0.0,0.0,0.0,8.69,1.24,0.0
20130105:1710,0.0,0.0,0.0,0.0,8.48,1.17,0.0
20130105:1810,0.0,0.0,0.0,0.0,8.35,1.24,0.0
20130105:1910,0.0,0.0,0.0,0.0,8.05,1.03,0.0
20130105:2010,0.0,0.0,0.0,0.0,7.65,1.52,0.0
20130105:2110,0.0,0.0,0.0,0.0,7.75,2.07,0.0
20130105:2210,0.0,0.0,0.0,0.0,7.8,2.07,0.0
20130105:2310,0.0,0.0,0.0,0.0,7.72,1.24,0.0
20130106:0010,0.0,0.0,0.0,0.0,7.6,1.03,0.0
20130106:0110,0.0,0.0,0.0,0.0,7.33,1.45,0.0
20130106:0210,0.0,0.0,0.0,0.0,7.29,1.03,0.0
20130106:0310,0.0,0.0,0.0,0.0,7.1,0.69,0.0
20130106:0410,0.0,0.0,0.0,0.0,6.84,1.03,0.0
20130106:0510,0.0,0.0,0.0,0.0,6.61,1.03,0.0
20130106:0610,0.0,0.0,0.0,0.0,6.58,0.97,0.0
20130106:0710,0.0,0.0,0.0,0.0,6.38,1.17,0.0
20130106:0810,4.0,14.16,0.0,2.89,6.39,0.97,0.0
20130106:0910,0.0,42.0,0.0,9.82,6.66,0.97,0.0
20130106:1010,0.0,43.0,0.0,15.04,6.96,1.17,0.0
20130106:1110,0.0,57.0,0.0,18.13,7.1,1.03,0.0
20130106:1210,0.0,56.0,0.0,18.79,7.34,0.97,0.0
20130106:1310,9.0,118.0,0.0,16.95,7.49,0.9,0.0
20130106:1410,3.0,77.0,0.0,12.8,7.57,0.9,0.0
20130106:1510,0.0,9.0,0.0,6.7,7.53,0.76,0.0
20130106:1610,0.0,0.0,0.0,0.0,7.36,0.41,0.0
20130106:1710,0.0,0.0,0.0,0.0,7.2,0.55,0.0
20130106:1810,0.0,0.0,0.0,0.0,6.97,0.76,0.0
20130106:1910,0.0,0.0,0.0,0.0,6.75,0.83,0.0
20130106:2010,0.0,0.0,0.0,0.0,6.48,0.9,0.0
20130106:2110,0.0,0.0,0.0,0.0,6.45,0.9,0.0
20130106:2210,0.0,0.0,0.0,0.0,5.84,1.03,0.0
20130106:2310,0.0,0.0,0.0,0.0,5.88,0.76,0.0
20130107:0010,0.0,0.0,0.0,0.0,5.56,0.9,0.0
20130107:0110,0.0,0.0,0.0,0.0,5.71,1.03,0.0
20130107:0210,0.0,0.0,0.0,0.0,5.42,1.24,0.0
20130107:0310,0.0,0.0,0.0,0.0,5.55,1.17,0.0
20130107:0410,0.0,0.0,0.0,0.0,5.61,1.31,0.0
20130107:0510,0.0,0.0,0.0,0.0,5.54,1.45,0.0
20130107:0610,0.0,0.0,0.0,0.0,5.48,1.45,0.0
20130107:0710,0.0,0.0,0.0,0.0,5.29,1.66,0.0
20130107:0810,1.0,14.79,0.0,2.94,5.37,1.66,0.0
20130107:0910,76.01,56.0,0.0,9.89,5.9,1.52,0.0
20130107:1010,43.0,119.0,0.0,15.13,6.64,2.07,0.0
20130107:1110,5.0,120.0,0.0,18.24,6.96,2.21,0.0
20130107:1210,3.0,121.0,0.0,18.92,7.14,1.79,0.0
20130107:1310,13.0,126.0,0.0,17.09,7.37,1.45,0.0
20130107:1410,18.0,96.0,0.0,12.95,7.49,1.03,0.0
20130107:1510,12.0,45.0,0.0,6.86,7.5,0.69,0.0
