Latitude (decimal degrees):	48.630
Longitude (decimal degrees):	2.270
Elevation (m):	56
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200101:0010,0.0,0.0,0.0,0.0,0.0,1.38,0.0
20200101:0110,0.0,0.0,0.0,0.0,0.4,1.31,0.0
20200101:0210,0.0,0.0,0.0,0.0,0.57,1.17,0.0
20200101:0310,0.0,0.0,0.0,0.0,0.71,1.24,0.0
20200101:0410,0.0,0.0,0.0,0.0,0.89,1.31,0.0
20200101:0510,0.0,0.0,0.0,0.0,1.02,1.38,0.0
20200101:0610,0.0,0.0,0.0,0.0,1.31,1.38,0.0
20200101:0710,0.0,0.0,0.0,0.0,1.96,1.59,0.0
20200101:0810,3.0,13.38,0.0,2.75,2.37,1.59,0.0
20200101:0910,5.0,62.0,0.0,9.59,2.77,1.72,0.0
20200101:1010,6.0,100.0,0.0,14.71,3.57,2.0,0.0
20200101:1110,4.0,113.0,0.0,17.7,4.17,2.07,0.0
20200101:1210,0.0,58.0,0.0,18.27,4.92,2.28,0.0
20200101:1310,3.0,99.0,0.0,16.35,5.79,2.41,0.0
20200101:1410,0.0,52.0,0.0,12.14,6.12,2.34,0.0
20200101:1510,2.0,34.0,0.0,6.02,6.15,2.14,0.0
20200101:1610,0.0,0.0,0.0,0.0,6.16,2.28,0.0
20200101:1710,0.0,0.0,0.0,0.0,6.22,2.48,0.0
20200101:1810,0.0,0.0,0.0,0.0,6.32,2.48,0.0
20200101:1910,0.0,0.0,0.0,0.0,5.35,2.14,0.0
20200101:2010,0.0,0.0,0.0,0.0,5.49,2.0,0.0
20200101:2110,0.0,0.0,0.0,0.0,5.67,2.0,0.0
20200101:2210,0.0,0.0,0.0,0.0,5.89,2.0,0.0
20200101:2310,0.0,0.0,0.0,0.0,6.09,2.14,0.0
20200102:0010,0.0,0.0,0.0,0.0,6.27,2.28,0.0
20200102:0110,0.0,0.0,0.0,0.0,6.42,2.34,0.0
20200102:0210,0.0,0.0,0.0,0.0,6.48,2.34,0.0
20200102:0310,0.0,0.0,0.0,0.0,6.49,2.28,0.0
20200102:0410,0.0,0.0,0.0,0.0,6.44,2.14,0.0
20200102:0510,0.0,0.0,0.0,0.0,6.41,1.86,0.0
20200102:0610,0.0,0.0,0.0,0.0,6.39,1.79,0.0
20200102:0710,0.0,0.0,0.0,0.0,6.57,1.79,0.0
20200102:0810,0.0,10.0,0.0,2.76,6.63,1.93,0.0
20200102:0910,16.0,70.0,0.0,9.62,6.92,2.0,0.0
20200102:1010,1.0,84.0,0.0,14.77,7.56,2.76,0.0
20200102:1110,0.0,86.0,0.0,17.77,7.93,2.9,0.0
20200102:1210,6.0,124.0,0.0,18.36,8.25,2.55,0.0
20200102:1310,6.0,109.0,0.0,16.45,8.52,2.69,0.0
20200102:1410,4.0,78.0,0.0,12.26,8.78,3.03,0.0
20200102:1510,31.0,36.0,0.0,6.14,8.71,3.31,0.0
20200102:1610,0.0,0.0,0.0,0.0,8.56,3.59,0.0
20200102:1710,0.0,0.0,0.0,0.0,8.08,3.66,0.0
20200102:1810,0.0,0.0,0.0,0.0,8.04,3.79,0.0
20200102:1910,0.0,0.0,0.0,0.0,8.46,4.0,0.0
20200102:2010,0.0,0.0,0.0,0.0,8.67,4.28,0.0
20200102:2110,0.0,0.0,0.0,0.0,8.54,4.55,0.0
20200102:2210,0.0,0.0,0.0,0.0,8.24,4.55,0.0
20200102:2310,0.0,0.0,0.0,0.0,8.01,4.55,0.0
20200103:0010,0.0,0.0,0.0,0.0,7.79,4.62,0.0
20200103:0110,0.0,0.0,0.0,0.0,7.69,4.62,0.0
20200103:0210,0.0,0.0,0.0,0.0,7.76,4.62,0.0
20200103:0310,0.0,0.0,0.0,0.0,7.86,4.69,0.0
20200103:0410,0.0,0.0,0.0,0.0,8.0,4.9,0.0
20200103:0510,0.0,0.0,0.0,0.0,8.31,5.24,0.0
20200103:0610,0.0,0.0,0.0,0.0,8.64,5.52,0.0
20200103:0710,0.0,0.0,0.0,0.0,9.35,5.66,0.0
20200103:0810,4.0,13.18,0.0,2.78,9.49,5.45,0.0
20200103:0910,35.0,69.0,0.0,9.66,9.45,5.1,0.0
20200103:1010,84.01,104.0,0.0,14.82,9.99,5.45,0.0
20200103:1110,54.0,142.0,0.0,17.85,10.45,5.86,0.0
20200103:1210,11.0,132.0,0.0,18.46,10.57,5.86,0.0
20200103:1310,6.0,110.0,0.0,16.57,10.68,5.72,0.0
20200103:1410,61.0,87.0,0.0,12.38,10.92,5.38,0.0
20200103:1510,6.0,39.0,0.0,6.27,10.81,4.76,0.0
20200103:1610,0.0,0.0,0.0,0.0,10.62,4.48,0.0
20200103:1710,0.0,0.0,0.0,0.0,10.22,4.0,0.0
20200103:1810,0.0,0.0,0.0,0.0,9.89,3.79,0.0
20200103:1910,0.0,0.0,0.0,0.0,9.57,4.14,0.0
20200103:2010,0.0,0.0,0.0,0.0,9.07,4.07,0.0
20200103:2110,0.0,0.0,0.0,0.0,8.61,4.0,0.0
20200103:2210,0.0,0.0,0.0,0.0,8.18,3.72,0.0
20200103:2310,0.0,0.0,0.0,0.0,7.71,3.31,0.0
20200104:0010,0.0,0.0,0.0,0.0,6.65,3.03,0.0
20200104:0110,0.0,0.0,0.0,0.0,5.63,2.69,0.0
20200104:0210,0.0,0.0,0.0,0.0,4.54,2.48,0.0
20200104:0310,0.0,0.0,0.0,0.0,3.7,2.34,0.0
20200104:0410,0.0,0.0,0.0,0.0,3.07,2.28,0.0
20200104:0510,0.0,0.0,0.0,0.0,2.56,2.14,0.0
20200104:0610,0.0,0.0,0.0,0.0,2.02,2.07,0.0
20200104:0710,0.0,0.0,0.0,0.0,2.9,2.07,0.0
20200104:0810,8.0,13.27,0.0,2.81,3.27,2.34,0.0
20200104:0910,85.01,50.0,0.0,9.71,3.93,2.48,0.0
20200104:1010,61.0,114.0,0.0,14.89,5.41,2.62,0.0
