Latitude (decimal degrees):	48.630
Longitude (decimal degrees):	2.270
Elevation (m):	56
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20140101:0010,0.0,0.0,0.0,0.0,5.71,4.14,0.0
20140101:0110,0.0,0.0,0.0,0.0,5.4,4.14,0.0
20140101:0210,0.0,0.0,0.0,0.0,5.14,4.07,0.0
20140101:0310,0.0,0.0,0.0,0.0,4.92,4.14,0.0
20140101:0410,0.0,0.0,0.0,0.0,4.74,4.14,0.0
20140101:0510,0.0,0.0,0.0,0.0,4.53,4.21,0.0
20140101:0610,0.0,0.0,0.0,0.0,4.52,4.34,0.0
20140101:0710,0.0,0.0,0.0,0.0,4.96,4.62,0.0
20140101:0810,2.0,13.59,0.0,2.75,5.76,5.03,0.0
20140101:0910,4.0,60.0,0.0,9.59,6.87,5.59,0.0
20140101:1010,7.0,101.0,0.0,14.71,7.52,6.0,0.0
20140101:1110,21.0,137.0,0.0,17.7,8.2,6.41,0.0
20140101:1210,0.0,90.0,0.0,18.27,8.69,6.69,0.0
20140101:1310,9.0,114.0,0.0,16.35,9.43,7.1,0.0
20140101:1410,19.0,90.0,0.0,12.14,9.94,7.38,0.0
20140101:1510,3.0,35.0,0.0,6.02,10.15,7.59,0.0
20140101:1610,0.0,0.0,0.0,0.0,10.08,7.59,0.0
20140101:1710,0.0,0.0,0.0,0.0,10.05,7.79,0.0
20140101:1810,0.0,0.0,0.0,0.0,9.88,7.86,0.0
20140101:1910,0.0,0.0,0.0,0.0,9.6,8.28,0.0
20140101:2010,0.0,0.0,0.0,0.0,9.65,8.28,0.0
20140101:2110,0.0,0.0,0.0,0.0,9.64,8.55,0.0
20140101:2210,0.0,0.0,0.0,0.0,9.36,8.83,0.0
20140101:2310,0.0,0.0,0.0,0.0,9.45,8.69,0.0
20140102:0010,0.0,0.0,0.0,0.0,9.65,8.48,0.0
20140102:0110,0.0,0.0,0.0,0.0,9.86,8.34,0.0
20140102:0210,0.0,0.0,0.0,0.0,9.78,7.93,0.0
20140102:0310,0.0,0.0,0.0,0.0,9.55,7.38,0.0
20140102:0410,0.0,0.0,0.0,0.0,9.16,7.31,0.0
20140102:0510,0.0,0.0,0.0,0.0,8.98,7.31,0.0
20140102:0610,0.0,0.0,0.0,0.0,8.71,6.97,0.0
20140102:0710,0.0,0.0,0.0,0.0,8.54,6.07,0.0
20140102:0810,12.0,11.53,0.0,2.76,8.05,5.45,0.0
20140102:0910,32.0,70.0,0.0,9.62,7.92,5.17,0.0
20140102:1010,136.01,79.0,0.0,14.77,8.43,5.1,0.0
20140102:1110,18.0,134.0,0.0,17.77,9.21,6.41,0.0
20140102:1210,100.01,135.0,0.0,18.36,9.78,5.86,0.0
20140102:1310,56.0,128.0,0.0,16.45,9.99,5.79,0.0
20140102:1410,113.01,62.0,0.0,12.26,9.96,5.31,0.0
20140102:1510,46.01,30.0,0.0,6.14,9.75,4.34,0.0
20140102:1610,0.0,0.0,0.0,0.0,9.02,4.07,0.0
20140102:1710,0.0,0.0,0.0,0.0,8.28,4.0,0.0
20140102:1810,0.0,0.0,0.0,0.0,8.07,4.28,0.0
20140102:1910,0.0,0.0,0.0,0.0,7.96,4.28,0.0
20140102:2010,0.0,0.0,0.0,0.0,7.86,4.55,0.0
20140102:2110,0.0,0.0,0.0,0.0,7.98,4.9,0.0
20140102:2210,0.0,0.0,0.0,0.0,8.03,5.1,0.0
20140102:2310,0.0,0.0,0.0,0.0,8.05,5.24,0.0
20140103:0010,0.0,0.0,0.0,0.0,8.2,5.45,0.0
20140103:0110,0.0,0.0,0.0,0.0,8.45,5.66,0.0
20140103:0210,0.0,0.0,0.0,0.0,8.95,6.14,0.0
20140103:0310,0.0,0.0,0.0,0.0,9.42,6.34,0.0
20140103:0410,0.0,0.0,0.0,0.0,9.91,6.48,0.0
20140103:0510,0.0,0.0,0.0,0.0,10.36,6.41,0.0
20140103:0610,0.0,0.0,0.0,0.0,10.71,6.14,0.0
20140103:0710,0.0,0.0,0.0,0.0,10.84,6.48,0.0
20140103:0810,4.0,14.13,0.0,2.78,10.81,6.34,0.0
20140103:0910,41.0,68.0,0.0,9.66,10.88,6.41,0.0
20140103:1010,98.01,99.0,0.0,14.82,11.26,6.76,0.0
20140103:1110,176.01,94.0,0.0,17.85,11.65,7.1,0.0
20140103:1210,73.0,144.0,0.0,18.46,11.99,6.41,0.0
20140103:1310,104.01,115.0,0.0,16.57,12.27,7.17,0.0
20140103:1410,138.01,52.0,0.0,12.38,11.6,8.76,0.0
20140103:1510,2.0,34.0,0.0,6.27,11.2,7.79,0.0
20140103:1610,0.0,0.0,0.0,0.0,10.37,7.03,0.0
20140103:1710,0.0,0.0,0.0,0.0,9.7,6.9,0.0
20140103:1810,0.0,0.0,0.0,0.0,9.27,6.55,0.0
20140103:1910,0.0,0.0,0.0,0.0,9.12,7.03,0.0
20140103:2010,0.0,0.0,0.0,0.0,8.58,6.28,0.0
20140103:2110,0.0,0.0,0.0,0.0,8.13,5.59,0.0
20140103:2210,0.0,0.0,0.0,0.0,7.53,5.17,0.0
20140103:2310,0.0,0.0,0.0,0.0,7.16,4.76,0.0
20140104:0010,0.0,0.0,0.0,0.0,6.83,4.83,0.0
