Latitude (decimal degrees):	48.630
Longitude (decimal degrees):	2.270
Elevation (m):	56
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20080101:0010,0.0,0.0,0.0,0.0,4.24,0.9,0.0
20080101:0110,0.0,0.0,0.0,0.0,4.34,1.17,0.0
20080101:0210,0.0,0.0,0.0,0.0,4.29,1.38,0.0
20080101:0310,0.0,0.0,0.0,0.0,4.19,1.45,0.0
20080101:0410,0.0,0.0,0.0,0.0,4.02,1.72,0.0
20080101:0510,0.0,0.0,0.0,0.0,3.8,1.93,0.0
20080101:0610,0.0,0.0,0.0,0.0,3.5,2.07,0.0
20080101:0710,0.0,0.0,0.0,0.0,3.91,1.72,0.0
20080101:0810,0.0,5.0,0.0,2.75,3.57,1.79,0.0
20080101:0910,0.0,30.0,0.0,9.59,3.33,1.86,0.0
20080101:1010,2.0,85.0,0.0,14.71,3.3,1.72,0.0
20080101:1110,0.0,70.0,0.0,17.7,3.19,1.66,0.0
20080101:1210,0.0,57.0,0.0,18.27,3.33,1.45,0.0
20080101:1310,13.0,121.0,0.0,16.35,3.51,1.38,0.0
20080101:1410,102.01,68.0,0.0,12.14,3.58,1.52,0.0
20080101:1510,40.0,31.0,0.0,6.02,3.41,1.72,0.0
20080101:1610,0.0,0.0,0.0,0.0,2.89,2.14,0.0
20080101:1710,0.0,0.0,0.0,0.0,2.29,2.28,0.0
20080101:1810,0.0,0.0,0.0,0.0,1.58,2.9,0.0
20080101:1910,0.0,0.0,0.0,0.0,1.38,3.03,0.0
20080101:2010,0.0,0.0,0.0,0.0,0.96,3.17,0.0
20080101:2110,0.0,0.0,0.0,0.0,0.7,3.17,0.0
20080101:2210,0.0,0.0,0.0,0.0,0.57,3.24,0.0
20080101:2310,0.0,0.0,0.0,0.0,0.49,3.45,0.0
20080102:0010,0.0,0.0,0.0,0.0,0.45,3.66,0.0
20080102:0110,0.0,0.0,0.0,0.0,0.44,3.79,0.0
20080102:0210,0.0,0.0,0.0,0.0,0.57,3.72,0.0
20080102:0310,0.0,0.0,0.0,0.0,0.49,3.24,0.0
20080102:0410,0.0,0.0,0.0,0.0,0.32,3.52,0.0
20080102:0510,0.0,0.0,0.0,0.0,-0.08,3.66,0.0
20080102:0610,0.0,0.0,0.0,0.0,-0.8,3.72,0.0
20080102:0710,0.0,0.0,0.0,0.0,-1.18,3.66,0.0
20080102:0810,9.0,13.02,0.0,2.76,-1.73,3.59,0.0
20080102:0910,73.01,56.0,0.0,9.62,-1.24,3.24,0.0
20080102:1010,43.0,117.0,0.0,14.77,-0.25,3.86,0.0
20080102:1110,93.0,134.0,0.0,17.77,0.92,4.07,0.0
20080102:1210,114.01,132.0,0.0,18.36,1.89,4.07,0.0
20080102:1310,193.01,69.0,0.0,16.45,2.51,4.07,0.0
20080102:1410,125.01,58.0,0.0,12.26,2.77,4.07,0.0
20080102:1510,16.0,41.0,0.0,6.14,2.41,3.59,0.0
20080102:1610,0.0,0.0,0.0,0.0,1.52,3.52,0.0
20080102:1710,0.0,0.0,0.0,0.0,0.6,3.52,0.0
20080102:1810,0.0,0.0,0.0,0.0,0.07,3.38,0.0
20080102:1910,0.0,0.0,0.0,0.0,0.25,3.17,0.0
20080102:2010,0.0,0.0,0.0,0.0,0.12,2.83,0.0
20080102:2110,0.0,0.0,0.0,0.0,-0.13,2.62,0.0
20080102:2210,0.0,0.0,0.0,0.0,-0.52,2.62,0.0
