Latitude (decimal degrees):	48.630
Longitude (decimal degrees):	2.270
Elevation (m):	56
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20070101:0010,0.0,0.0,0.0,0.0,12.44,8.41,0.0
20070101:0110,0.0,0.0,0.0,0.0,12.26,8.0,0.0
20070101:0210,0.0,0.0,0.0,0.0,12.05,7.86,0.0
20070101:0310,0.0,0.0,0.0,0.0,11.65,6.69,0.0
20070101:0410,0.0,0.0,0.0,0.0,11.02,6.34,0.0
20070101:0510,0.0,0.0,0.0,0.0,10.22,6.48,0.0
20070101:0610,0.0,0.0,0.0,0.0,9.28,6.69,0.0
20070101:0710,0.0,0.0,0.0,0.0,9.02,7.31,0.0
20070101:0810,8.0,13.23,0.0,2.75,8.46,7.45,0.0
20070101:0910,6.0,63.0,0.0,9.59,8.59,7.59,0.0
20070101:1010,54.0,113.0,0.0,14.71,9.0,7.45,0.0
20070101:1110,193.01,82.0,0.0,17.7,9.38,6.55,0.0
20070101:1210,123.01,125.0,0.0,18.27,9.76,6.83,0.0
20070101:1310,142.01,94.0,0.0,16.35,9.99,6.14,0.0
20070101:1410,16.0,89.0,0.0,12.14,9.85,4.9,0.0
20070101:1510,7.0,37.0,0.0,6.02,9.14,4.21,0.0
20070101:1610,0.0,0.0,0.0,0.0,8.41,4.21,0.0
20070101:1710,0.0,0.0,0.0,0.0,7.96,4.34,0.0
20070101:1810,0.0,0.0,0.0,0.0,7.34,4.14,0.0
20070101:1910,0.0,0.0,0.0,0.0,6.53,5.03,0.0
20070101:2010,0.0,0.0,0.0,0.0,6.02,4.69,0.0
20070101:2110,0.0,0.0,0.0,0.0,6.39,6.34,0.0
20070101:2210,0.0,0.0,0.0,0.0,6.57,8.55,0.0
20070101:2310,0.0,0.0,0.0,0.0,6.35,8.34,0.0
20070102:0010,0.0,0.0,0.0,0.0,6.16,7.79,0.0
