Latitude (decimal degrees):	48.630
Longitude (decimal degrees):	2.270
Elevation (m):	56
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20210101:0010,0.0,0.0,0.0,0.0,-1.16,1.72,0.0
20210101:0110,0.0,0.0,0.0,0.0,-1.67,1.72,0.0
20210101:0210,0.0,0.0,0.0,0.0,-1.92,1.66,0.0
20210101:0310,0.0,0.0,0.0,0.0,-2.19,1.45,0.0
20210101:0410,0.0,0.0,0.0,0.0,-2.37,1.31,0.0
20210101:0510,0.0,0.0,0.0,0.0,-2.41,1.17,0.0
20210101:0610,0.0,0.0,0.0,0.0,-2.49,0.97,0.0
20210101:0710,0.0,0.0,0.0,0.0,-3.43,1.59,0.0
20210101:0810,0.0,3.0,0.0,2.75,-3.6,1.45,0.0
20210101:0910,49.0,66.0,0.0,9.59,-1.91,0.83,0.0
20210101:1010,34.0,117.0,0.0,14.71,0.24,1.03,0.0
20210101:1110,62.0,142.0,0.0,17.7,1.61,1.17,0.0
20210101:1210,167.01,107.0,0.0,18.27,2.48,1.72,0.0
20210101:1310,0.0,61.0,0.0,16.35,2.91,2.14,0.0
20210101:1410,33.0,93.0,0.0,12.14,2.98,2.07,0.0
20210101:1510,3.0,36.0,0.0,6.02,2.91,1.93,0.0
20210101:1610,0.0,0.0,0.0,0.0,2.54,1.38,0.0
20210101:1710,0.0,0.0,0.0,0.0,2.24,1.24,0.0
20210101:1810,0.0,0.0,0.0,0.0,2.0,1.17,0.0
20210101:1910,0.0,0.0,0.0,0.0,-0.43,1.86,0.0
20210101:2010,0.0,0.0,0.0,0.0,-0.84,1.72,0.0
20210101:2110,0.0,0.0,0.0,0.0,-1.2,1.72,0.0
20210101:2210,0.0,0.0,0.0,0.0,-0.71,1.31,0.0
20210101:2310,0.0,0.0,0.0,0.0,-0.75,1.45,0.0
