Latitude (decimal degrees):	48.630
Longitude (decimal degrees):	2.270
Elevation (m):	56
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20110101:0010,0.0,0.0,0.0,0.0,-0.79,1.03,0.0
20110101:0110,0.0,0.0,0.0,0.0,-0.94,0.83,0.0
20110101:0210,0.0,0.0,0.0,0.0,-1.07,1.17,0.0
20110101:0310,0.0,0.0,0.0,0.0,-1.16,1.59,0.0
20110101:0410,0.0,0.0,0.0,0.0,-1.27,1.72,0.0
20110101:0510,0.0,0.0,0.0,0.0,-1.32,1.66,0.0
20110101:0610,0.0,0.0,0.0,0.0,-1.26,1.66,0.0
20110101:0710,0.0,0.0,0.0,0.0,-1.08,1.38,0.0
20110101:0810,0.0,11.0,0.0,2.75,-1.08,1.38,0.0
20110101:0910,2.0,54.0,0.0,9.59,-0.79,1.31,0.0
20110101:1010,2.0,86.0,0.0,14.71,-0.25,1.1,0.0
20110101:1110,1.0,95.0,0.0,17.7,0.51,1.03,0.0
20110101:1210,4.0,120.0,0.0,18.27,1.22,1.31,0.0
20110101:1310,5.0,107.0,0.0,16.35,1.83,1.52,0.0
20110101:1410,19.0,91.0,0.0,12.14,2.34,1.45,0.0
20110101:1510,2.0,32.0,0.0,6.02,2.56,1.52,0.0
20110101:1610,0.0,0.0,0.0,0.0,2.1,1.17,0.0
20110101:1710,0.0,0.0,0.0,0.0,1.72,1.24,0.0
20110101:1810,0.0,0.0,0.0,0.0,1.62,1.24,0.0
20110101:1910,0.0,0.0,0.0,0.0,1.21,1.38,0.0
20110101:2010,0.0,0.0,0.0,0.0,1.24,1.31,0.0
20110101:2110,0.0,0.0,0.0,0.0,1.32,1.24,0.0
20110101:2210,0.0,0.0,0.0,0.0,1.46,1.24,0.0
20110101:2310,0.0,0.0,0.0,0.0,1.62,1.31,0.0
20110102:0010,0.0,0.0,0.0,0.0,1.78,1.59,0.0
20110102:0110,0.0,0.0,0.0,0.0,2.11,1.86,0.0
20110102:0210,0.0,0.0,0.0,0.0,2.41,2.21,0.0
20110102:0310,0.0,0.0,0.0,0.0,2.54,2.69,0.0
20110102:0410,0.0,0.0,0.0,0.0,2.54,3.03,0.0
20110102:0510,0.0,0.0,0.0,0.0,2.15,2.9,0.0
20110102:0610,0.0,0.0,0.0,0.0,1.29,2.55,0.0
20110102:0710,0.0,0.0,0.0,0.0,0.86,2.76,0.0
20110102:0810,1.0,13.79,0.0,2.76,0.33,2.41,0.0
20110102:0910,6.0,66.0,0.0,9.62,0.43,2.76,0.0
20110102:1010,1.0,87.0,0.0,14.77,1.08,2.83,0.0
20110102:1110,1.0,97.0,0.0,17.77,1.87,2.76,0.0
