heure;puissance_w
00:00;4406.64
00:15;6494.68
00:30;6512.34
00:45;6490.71
01:00;6539.66
01:15;6400.67
01:30;6447.21
01:45;4191.14
02:00;4066.03
02:15;4058.31
02:30;4080.85
02:45;4036.57
03:00;4009.18
03:15;3954.28
03:30;3929.70
03:45;3957.49
04:00;4027.97
04:15;4013.38
04:30;3899.05
04:45;3939.89
05:00;3948.87
05:15;3956.71
05:30;3874.52
05:45;3917.59
06:00;3906.49
06:15;3989.34
06:30;4003.99
06:45;4050.04
07:00;4140.59
07:15;3950.70
07:30;516.30
07:45;462.08
08:00;545.91
08:15;624.42
08:30;602.16
08:45;611.31
09:00;652.35
09:15;792.01
09:30;794.33
09:45;839.46
10:00;803.18
10:15;666.30
10:30;663.83
10:45;733.48
11:00;561.45
11:15;489.19
11:30;463.88
11:45;476.87
12:00;447.79
12:15;465.89
12:30;334.92
12:45;334.92
13:00;334.92
13:15;334.92
13:30;334.92
13:45;334.92
14:00;334.92
14:15;334.92
14:30;334.92
14:45;334.92
15:00;334.92
15:15;334.92
15:30;334.92
15:45;334.92
16:00;334.92
16:15;334.92
16:30;334.92
16:45;334.92
17:00;334.92
17:15;334.92
17:30;334.92
17:45;334.92
18:00;334.92
18:15;334.92
18:30;334.92
18:45;334.92
19:00;334.92
19:15;334.92
19:30;334.92
19:45;334.92
20:00;334.92
20:15;1123.93
20:30;1063.40
20:45;937.65
21:00;936.12
21:15;858.12
21:30;852.47
21:45;934.96
22:00;965.39
22:15;758.10
22:30;4320.90
22:45;6611.70
23:00;6481.55
23:15;6455.04
23:30;6529.58
23:45;7817.29
