heure;puissance_w
00:00;1469.85
00:15;1322.83
00:30;2628.00
00:45;2667.50
01:00;2647.19
01:15;3096.37
01:30;3408.44
01:45;2870.90
02:00;3547.19
02:15;3574.55
02:30;2930.36
02:45;1550.48
03:00;1059.69
03:15;1499.73
03:30;499.33
03:45;1149.39
04:00;1258.94
04:15;1760.38
04:30;3281.88
04:45;4715.09
05:00;2360.90
05:15;1033.78
05:30;982.64
05:45;958.35
06:00;3723.20
06:15;5065.03
06:30;5027.85
06:45;4730.17
07:00;3553.44
07:15;1634.23
07:30;429.77
07:45;832.86
08:00;1012.48
08:15;1095.07
08:30;1761.27
08:45;754.72
09:00;946.68
09:15;724.22
09:30;675.11
09:45;648.70
10:00;637.23
10:15;385.39
10:30;265.47
10:45;724.12
11:00;346.51
11:15;525.33
11:30;1720.02
11:45;1111.39
12:00;778.84
12:15;1507.94
12:30;2582.92
12:45;2278.86
13:00;510.25
13:15;440.28
13:30;1584.15
13:45;426.12
14:00;829.36
14:15;1068.96
14:30;522.75
14:45;889.07
15:00;2972.24
15:15;3169.08
15:30;1035.27
15:45;354.94
16:00;479.71
16:15;553.59
16:30;1736.36
16:45;1052.60
17:00;505.82
17:15;463.57
17:30;2625.46
17:45;3367.10
18:00;4101.71
18:15;4083.20
18:30;3351.43
18:45;3963.86
19:00;4031.36
19:15;4686.32
19:30;4687.64
19:45;2657.34
20:00;2616.10
20:15;1369.35
20:30;1153.82
20:45;1198.00
21:00;1208.58
21:15;1000.71
21:30;1637.03
21:45;945.02
22:00;1738.04
22:15;952.19
22:30;1071.90
22:45;728.04
23:00;692.21
23:15;944.72
23:30;1147.12
23:45;1442.51
