heure;puissance_w
00:00;2632.36
00:15;2746.99
00:30;3200.96
00:45;2866.53
01:00;2867.10
01:15;2838.21
01:30;3456.09
01:45;3080.89
02:00;3217.95
02:15;2719.50
02:30;1583.30
02:45;2825.13
03:00;2333.13
03:15;1415.91
03:30;1489.52
03:45;762.77
04:00;496.76
04:15;832.68
04:30;767.43
04:45;642.85
05:00;1768.33
05:15;814.65
05:30;582.59
05:45;407.34
06:00;4918.92
06:15;5112.23
06:30;5687.75
06:45;4840.58
07:00;5406.52
07:15;2728.11
07:30;931.02
07:45;901.17
08:00;872.60
08:15;739.70
08:30;467.12
08:45;432.78
09:00;375.99
09:15;300.88
09:30;295.59
09:45;298.25
10:00;768.28
10:15;353.60
10:30;539.39
10:45;857.24
11:00;741.46
11:15;628.58
11:30;316.28
11:45;1005.39
12:00;1318.88
12:15;1127.59
12:30;895.09
12:45;295.44
13:00;489.92
13:15;3423.30
13:30;2854.09
13:45;1233.18
14:00;803.30
14:15;562.86
14:30;1000.79
14:45;859.14
15:00;572.60
15:15;432.37
15:30;1829.81
15:45;968.15
16:00;312.95
16:15;2214.91
16:30;2798.05
16:45;1960.36
17:00;1158.42
17:15;1534.57
17:30;4500.72
17:45;4584.08
18:00;4653.40
18:15;2761.23
18:30;1404.30
18:45;2276.49
19:00;1483.17
19:15;2658.73
19:30;3688.24
19:45;1653.29
20:00;1360.88
20:15;1006.05
20:30;813.50
20:45;1212.88
21:00;814.32
21:15;962.18
21:30;1469.44
21:45;690.60
22:00;1388.10
22:15;845.23
22:30;826.57
22:45;856.16
23:00;489.62
23:15;1713.49
23:30;3657.36
23:45;2885.67
