heure;puissance_w
00:00;3322.31
00:15;4269.09
00:30;3115.26
00:45;3308.27
01:00;5496.60
01:15;5490.18
01:30;5357.38
01:45;677.93
02:00;1938.22
02:15;983.89
02:30;1863.55
02:45;1738.07
03:00;863.24
03:15;540.09
03:30;1883.43
03:45;3048.97
04:00;3404.78
04:15;1153.08
04:30;876.11
04:45;549.35
05:00;1211.77
05:15;1011.20
05:30;1600.37
05:45;1057.84
06:00;4612.30
06:15;5121.89
06:30;5524.57
06:45;4819.11
07:00;5394.83
07:15;2870.91
07:30;1190.56
07:45;789.39
08:00;812.27
08:15;639.10
08:30;496.71
08:45;468.65
09:00;352.61
09:15;311.54
09:30;324.60
09:45;376.94
10:00;537.50
10:15;536.61
10:30;304.25
10:45;367.75
11:00;808.93
11:15;332.95
11:30;736.99
11:45;909.34
12:00;380.66
12:15;996.00
12:30;3072.73
12:45;2856.52
13:00;1222.53
13:15;579.98
13:30;580.50
13:45;450.12
14:00;622.86
14:15;1279.73
14:30;1130.99
14:45;1025.55
15:00;2828.45
15:15;2564.15
15:30;924.46
15:45;986.03
16:00;354.18
16:15;352.46
16:30;901.16
16:45;1896.37
17:00;947.64
17:15;1088.36
17:30;2805.96
17:45;5102.77
18:00;4501.83
18:15;3729.89
18:30;3600.50
18:45;3335.12
19:00;1805.61
19:15;3037.23
19:30;2097.59
19:45;2238.92
20:00;1190.75
20:15;845.91
20:30;2032.91
20:45;1047.69
21:00;907.15
21:15;727.13
21:30;656.21
21:45;629.86
22:00;1379.96
22:15;1950.38
22:30;1495.71
22:45;859.78
23:00;883.32
23:15;590.81
23:30;4805.81
23:45;8535.86
