heure;puissance_w
00:00;4747.73
00:15;5185.28
00:30;5816.48
00:45;6331.78
01:00;6894.70
01:15;6233.10
01:30;6713.12
01:45;6964.06
02:00;8147.68
02:15;7935.91
02:30;7822.55
02:45;6860.13
03:00;6323.31
03:15;6759.00
03:30;5834.59
03:45;5781.53
04:00;7285.62
04:15;6119.41
04:30;5248.67
04:45;4868.10
05:00;4523.93
05:15;1379.52
05:30;909.81
05:45;1630.83
06:00;4307.30
06:15;5082.72
06:30;5073.39
06:45;4266.46
07:00;4363.43
07:15;1676.45
07:30;506.19
07:45;904.21
08:00;904.91
08:15;3149.21
08:30;1661.91
08:45;811.05
09:00;1315.41
09:15;578.17
09:30;584.18
09:45;1158.58
10:00;751.38
10:15;733.70
10:30;1261.95
10:45;623.50
11:00;1140.54
11:15;1224.81
11:30;285.23
11:45;764.32
12:00;4062.27
12:15;2916.18
12:30;2057.33
12:45;1073.12
13:00;639.80
13:15;1773.00
13:30;315.52
13:45;587.63
14:00;2233.13
14:15;3717.58
14:30;2681.56
14:45;435.85
15:00;834.07
15:15;867.58
15:30;944.01
15:45;691.07
16:00;794.75
16:15;2967.76
16:30;3671.32
16:45;1367.62
17:00;530.02
17:15;872.42
17:30;2865.14
17:45;4427.37
18:00;4801.21
18:15;3502.74
18:30;3542.36
18:45;3557.36
19:00;3931.49
19:15;4291.18
19:30;5200.60
19:45;4403.39
20:00;1904.09
20:15;1977.12
20:30;1253.98
20:45;1292.80
21:00;1365.83
21:15;1008.53
21:30;1601.38
21:45;1543.76
22:00;1150.97
22:15;552.95
22:30;733.87
22:45;1136.73
23:00;1098.39
23:15;1520.05
23:30;753.57
23:45;1414.54
