heure;puissance_w
00:00;2978.53
00:15;3023.36
00:30;3006.19
00:45;2943.94
01:00;2069.41
01:15;497.21
01:30;595.87
01:45;550.59
02:00;457.16
02:15;460.35
02:30;461.76
02:45;453.02
03:00;578.50
03:15;434.24
03:30;458.09
03:45;436.16
04:00;422.17
04:15;418.45
04:30;425.72
04:45;416.22
05:00;390.53
05:15;340.33
05:30;349.29
05:45;429.96
06:00;420.88
06:15;417.49
06:30;355.74
06:45;336.79
07:00;1427.16
07:15;2244.68
07:30;1243.52
07:45;686.93
08:00;633.82
08:15;701.58
08:30;750.34
08:45;787.98
09:00;672.79
09:15;666.63
09:30;662.32
09:45;635.09
10:00;600.15
10:15;702.64
10:30;564.71
10:45;614.59
11:00;1143.94
11:15;2253.32
11:30;1702.99
11:45;1348.67
12:00;536.15
12:15;788.54
12:30;852.33
12:45;742.77
13:00;899.27
13:15;820.22
13:30;968.77
13:45;1056.16
14:00;1038.35
14:15;1183.48
14:30;1052.81
14:45;968.40
15:00;905.33
15:15;771.64
15:30;801.68
15:45;825.27
16:00;844.57
16:15;861.13
16:30;859.92
16:45;1354.07
17:00;1493.12
17:15;1556.71
17:30;1516.69
17:45;1134.30
18:00;886.86
18:15;933.74
18:30;882.66
18:45;827.42
19:00;779.11
19:15;854.08
19:30;935.09
19:45;884.42
20:00;847.87
20:15;851.30
20:30;875.38
20:45;875.42
21:00;1042.37
21:15;823.47
21:30;781.40
21:45;705.49
22:00;699.53
22:15;719.91
22:30;793.79
22:45;751.29
23:00;759.66
23:15;777.06
23:30;2406.31
23:45;3004.28
