heure;puissance_w
00:00;6436.40
00:15;6547.61
00:30;6242.19
00:45;7619.66
01:00;4867.52
01:15;3773.91
01:30;3786.28
01:45;3732.86
02:00;4058.39
02:15;3899.01
02:30;3949.91
02:45;3975.33
03:00;5400.74
03:15;3931.56
03:30;4033.23
03:45;3863.68
04:00;3713.49
04:15;3827.10
04:30;3965.74
04:45;3943.45
05:00;4201.70
05:15;3887.36
05:30;4073.49
05:45;4139.90
06:00;6954.60
06:15;7831.95
06:30;5516.08
06:45;4868.76
07:00;5130.22
07:15;4252.87
07:30;3949.53
07:45;3814.43
08:00;4011.64
08:15;3978.30
08:30;3962.23
08:45;3997.78
09:00;4001.74
09:15;3242.62
09:30;615.81
09:45;734.93
10:00;1230.48
10:15;3112.78
10:30;2473.06
10:45;1240.00
11:00;1131.86
11:15;1374.90
11:30;1340.71
11:45;951.91
12:00;1299.88
12:15;1150.23
12:30;887.65
12:45;1285.54
13:00;1804.33
13:15;2171.19
13:30;726.89
13:45;654.19
14:00;771.78
14:15;790.22
14:30;677.21
14:45;682.04
15:00;777.61
15:15;2343.93
15:30;1682.81
15:45;1650.27
16:00;722.40
16:15;810.56
16:30;1251.34
16:45;886.92
17:00;1108.79
17:15;1212.76
17:30;1450.94
17:45;1466.19
18:00;1183.26
18:15;1480.39
18:30;1545.50
18:45;3582.69
19:00;3921.46
19:15;943.73
19:30;1567.94
19:45;790.36
20:00;914.59
20:15;983.71
20:30;1314.74
20:45;1021.29
21:00;936.70
21:15;766.50
21:30;1321.36
21:45;736.68
22:00;574.26
22:15;654.58
22:30;1020.82
22:45;721.58
23:00;736.30
23:15;488.55
23:30;2341.21
23:45;3168.89
