heure;puissance_w
00:00;425.52
00:15;435.43
00:30;2115.24
00:45;2861.77
01:00;3350.61
01:15;2881.59
01:30;4699.69
01:45;5122.18
02:00;4974.93
02:15;3366.09
02:30;3560.06
02:45;2762.63
03:00;1174.35
03:15;391.98
03:30;1933.63
03:45;913.38
04:00;396.26
04:15;427.33
04:30;565.90
04:45;716.60
05:00;676.49
05:15;339.12
05:30;971.36
05:45;2073.57
06:00;4184.74
06:15;5098.65
06:30;5050.16
06:45;4174.15
07:00;1662.29
07:15;1098.01
07:30;373.01
07:45;368.05
08:00;537.58
08:15;843.01
08:30;1077.05
08:45;594.26
09:00;605.70
09:15;751.59
09:30;542.81
09:45;454.52
10:00;474.26
10:15;502.01
10:30;543.02
10:45;493.63
11:00;485.14
11:15;463.75
11:30;549.20
11:45;876.80
12:00;699.50
12:15;690.82
12:30;536.08
12:45;548.77
13:00;878.09
13:15;471.73
13:30;537.90
13:45;593.14
14:00;991.64
14:15;418.42
14:30;406.50
14:45;387.54
15:00;453.35
15:15;600.76
15:30;369.36
15:45;392.79
16:00;547.02
16:15;1187.52
16:30;648.98
16:45;363.33
17:00;700.23
17:15;3300.23
17:30;3305.01
17:45;3140.59
18:00;889.08
18:15;582.27
18:30;1018.93
18:45;1444.95
19:00;965.90
19:15;2047.59
19:30;2341.88
19:45;1945.51
20:00;2282.35
20:15;1608.30
20:30;833.91
20:45;1075.59
21:00;1090.00
21:15;814.98
21:30;806.24
21:45;929.10
22:00;930.21
22:15;1230.99
22:30;655.66
22:45;659.07
23:00;617.60
23:15;819.48
23:30;901.78
23:45;887.86
