heure;puissance_w
00:00;2618.38
00:15;510.90
00:30;287.60
00:45;280.47
01:00;277.98
01:15;278.09
01:30;282.50
01:45;279.37
02:00;278.44
02:15;277.30
02:30;235.52
02:45;224.32
03:00;246.16
03:15;287.07
03:30;280.64
03:45;279.41
04:00;277.74
04:15;283.81
04:30;279.58
04:45;276.92
05:00;277.93
05:15;228.88
05:30;223.81
05:45;252.17
06:00;283.67
06:15;278.14
06:30;276.86
06:45;276.24
07:00;357.32
07:15;362.91
07:30;360.89
07:45;356.88
08:00;315.43
08:15;315.48
08:30;348.94
08:45;366.76
09:00;288.30
09:15;277.57
09:30;277.51
09:45;282.17
10:00;277.91
10:15;276.37
10:30;257.09
10:45;222.84
11:00;223.10
11:15;275.03
11:30;278.93
11:45;277.41
12:00;277.37
12:15;277.57
12:30;282.20
12:45;276.41
13:00;276.44
13:15;243.41
13:30;224.41
13:45;232.48
14:00;285.31
14:15;279.38
14:30;278.37
14:45;277.43
15:00;279.33
15:15;279.64
15:30;275.52
15:45;275.20
16:00;229.29
16:15;225.38
16:30;251.13
16:45;285.12
17:00;279.60
17:15;278.01
17:30;277.35
17:45;282.40
18:00;355.83
18:15;362.06
18:30;353.73
18:45;318.32
19:00;318.97
19:15;349.47
19:30;371.01
19:45;366.37
20:00;364.34
20:15;363.29
20:30;369.36
20:45;367.68
21:00;298.67
21:15;262.47
21:30;225.24
21:45;225.71
22:00;276.46
22:15;283.50
22:30;280.75
22:45;279.85
23:00;278.50
23:15;284.56
23:30;2331.93
23:45;2716.17
