heure;puissance_w
00:00;2938.07
00:15;2924.85
00:30;2924.77
00:45;982.92
01:00;1684.33
01:15;636.59
01:30;1453.49
01:45;444.42
02:00;392.17
02:15;353.62
02:30;460.45
02:45;1279.06
03:00;1758.02
03:15;439.18
03:30;426.08
03:45;321.25
04:00;350.93
04:15;416.11
04:30;432.17
04:45;433.01
05:00;362.01
05:15;334.99
05:30;381.90
05:45;431.87
06:00;431.53
06:15;419.17
06:30;353.28
06:45;345.20
07:00;572.45
07:15;614.73
07:30;591.40
07:45;500.56
08:00;576.26
08:15;630.72
08:30;618.12
08:45;637.85
09:00;615.36
09:15;705.84
09:30;677.50
09:45;858.44
10:00;793.34
10:15;821.88
10:30;952.02
10:45;1412.30
11:00;1734.29
11:15;1883.81
11:30;1772.18
11:45;1106.40
12:00;1200.39
12:15;1133.49
12:30;963.48
12:45;830.66
13:00;820.69
13:15;859.10
13:30;978.91
13:45;938.39
14:00;681.39
14:15;683.57
14:30;642.63
14:45;592.94
15:00;593.64
15:15;759.38
15:30;877.42
15:45;928.91
16:00;917.59
16:15;975.30
16:30;878.07
16:45;2098.19
17:00;1674.26
17:15;1375.39
17:30;935.22
17:45;768.41
18:00;916.88
18:15;824.34
18:30;720.51
18:45;834.24
19:00;954.45
19:15;890.68
19:30;864.87
19:45;878.91
20:00;1185.68
20:15;1071.20
20:30;1133.17
20:45;1245.67
21:00;996.30
21:15;865.83
21:30;889.69
21:45;869.87
22:00;856.44
22:15;819.66
22:30;820.91
22:45;812.27
23:00;909.87
23:15;698.35
23:30;2788.74
23:45;2904.13
