heure;puissance_w
00:00;2778.90
00:15;2734.20
00:30;2741.36
00:45;2766.94
01:00;6037.88
01:15;5265.62
01:30;1773.50
01:45;489.50
02:00;444.05
02:15;455.41
02:30;1318.61
02:45;997.94
03:00;364.24
03:15;825.97
03:30;426.90
03:45;415.18
04:00;415.26
04:15;393.36
04:30;431.40
04:45;515.54
05:00;736.00
05:15;680.78
05:30;413.97
05:45;403.28
06:00;2790.81
06:15;4294.82
06:30;4134.46
06:45;2843.74
07:00;2027.35
07:15;1944.56
07:30;1383.03
07:45;561.21
08:00;423.55
08:15;397.76
08:30;419.08
08:45;390.96
09:00;416.30
09:15;390.88
09:30;385.40
09:45;413.20
10:00;469.72
10:15;554.61
10:30;557.01
10:45;592.98
11:00;583.49
11:15;551.35
11:30;521.76
11:45;493.51
12:00;553.68
12:15;547.14
12:30;543.00
12:45;563.19
13:00;489.20
13:15;498.93
13:30;1251.61
13:45;600.73
14:00;564.43
14:15;491.41
14:30;477.70
14:45;542.69
15:00;544.67
15:15;1024.90
15:30;739.01
15:45;666.51
16:00;464.00
16:15;474.98
16:30;533.19
16:45;711.61
17:00;747.21
17:15;525.43
17:30;1019.59
17:45;1256.46
18:00;705.74
18:15;1240.22
18:30;751.70
18:45;712.27
19:00;1451.97
19:15;5246.25
19:30;2550.74
19:45;1167.78
20:00;941.08
20:15;981.78
20:30;1107.45
20:45;910.78
21:00;620.10
21:15;996.78
21:30;596.07
21:45;843.85
22:00;720.64
22:15;579.93
22:30;575.63
22:45;1002.43
23:00;586.60
23:15;394.03
23:30;2527.98
23:45;2697.37
