heure;puissance_w
00:00;2944.43
00:15;2879.00
00:30;1439.39
00:45;621.60
01:00;1089.77
01:15;1167.20
01:30;1438.13
01:45;543.51
02:00;435.70
02:15;436.78
02:30;510.78
02:45;675.74
03:00;1973.01
03:15;423.42
03:30;434.71
03:45;325.99
04:00;328.66
04:15;428.21
04:30;427.45
04:45;428.39
05:00;354.71
05:15;376.03
05:30;454.01
05:45;429.82
06:00;404.56
06:15;378.75
06:30;296.37
06:45;366.93
07:00;543.59
07:15;1294.82
07:30;800.35
07:45;570.60
08:00;500.41
08:15;401.70
08:30;355.58
08:45;476.11
09:00;381.97
09:15;365.35
09:30;479.45
09:45;457.91
10:00;370.40
10:15;401.91
10:30;526.64
10:45;676.55
11:00;581.78
11:15;629.52
11:30;598.52
11:45;601.52
12:00;627.00
12:15;557.02
12:30;542.12
12:45;862.86
13:00;709.57
13:15;612.03
13:30;619.71
13:45;596.03
14:00;514.76
14:15;516.67
14:30;696.94
14:45;723.82
15:00;710.52
15:15;656.38
15:30;613.68
15:45;665.49
16:00;692.65
16:15;699.28
16:30;631.20
16:45;546.81
17:00;612.81
17:15;709.57
17:30;766.01
17:45;893.17
18:00;963.59
18:15;1148.74
18:30;1084.77
18:45;1088.19
19:00;1312.84
19:15;1765.52
19:30;1001.39
19:45;1082.49
20:00;1100.57
20:15;1080.87
20:30;1075.98
20:45;1084.01
21:00;808.00
21:15;809.77
21:30;786.09
21:45;908.62
22:00;910.20
22:15;799.81
22:30;965.30
22:45;716.88
23:00;664.39
23:15;686.28
23:30;4798.34
23:45;6498.00
