heure;puissance_w
00:00;646.60
00:15;496.61
00:30;5185.35
00:45;7702.81
01:00;6529.60
01:15;6509.78
01:30;6247.70
01:45;6568.79
02:00;7618.62
02:15;6649.43
02:30;7045.49
02:45;6135.06
03:00;5119.62
03:15;4464.52
03:30;4451.70
03:45;5396.64
04:00;5231.75
04:15;3654.40
04:30;3671.21
04:45;4006.11
05:00;3767.76
05:15;4885.01
05:30;4454.60
05:45;4631.41
06:00;7651.72
06:15;7632.87
06:30;6100.89
06:45;5465.99
07:00;5764.97
07:15;4743.11
07:30;4078.82
07:45;4731.90
08:00;6618.49
08:15;6855.32
08:30;6796.58
08:45;6903.88
09:00;6705.91
09:15;6973.29
09:30;7034.19
09:45;6785.52
10:00;2879.23
10:15;1513.88
10:30;1592.34
10:45;1045.81
11:00;1053.12
11:15;3178.91
11:30;3262.83
11:45;3907.74
12:00;1252.24
12:15;1226.02
12:30;1354.94
12:45;1192.45
13:00;908.80
13:15;1401.19
13:30;1844.54
13:45;1257.45
14:00;1992.04
14:15;1056.04
14:30;894.32
14:45;981.34
15:00;1354.63
15:15;919.99
15:30;1997.95
15:45;1873.95
16:00;969.56
16:15;1013.35
16:30;985.91
16:45;1587.64
17:00;947.30
17:15;1163.50
17:30;2178.96
17:45;1581.20
18:00;1377.33
18:15;949.95
18:30;1238.51
18:45;1700.92
19:00;2547.18
19:15;5693.07
19:30;2212.79
19:45;961.34
20:00;1375.40
20:15;1124.93
20:30;855.79
20:45;1476.80
21:00;937.93
21:15;664.57
21:30;565.34
21:45;559.58
22:00;470.88
22:15;454.05
22:30;531.47
22:45;642.01
23:00;575.62
23:15;548.28
23:30;2665.96
23:45;2815.80
