heure;puissance_w
00:00;3313.59
00:15;1504.11
00:30;1043.96
00:45;967.81
01:00;881.73
01:15;870.69
01:30;856.61
01:45;849.47
02:00;852.76
02:15;862.19
02:30;854.87
02:45;850.41
03:00;829.83
03:15;760.03
03:30;579.07
03:45;760.54
04:00;836.41
04:15;664.03
04:30;627.69
04:45;824.48
05:00;682.45
05:15;626.80
05:30;601.29
05:45;765.82
06:00;664.46
06:15;592.47
06:30;589.70
06:45;600.04
07:00;652.31
07:15;713.22
07:30;494.69
07:45;494.21
08:00;496.68
08:15;498.08
08:30;498.57
08:45;498.15
09:00;425.86
09:15;404.38
09:30;400.23
09:45;369.33
10:00;354.02
10:15;365.53
10:30;407.73
10:45;403.61
11:00;404.53
11:15;403.91
11:30;408.94
11:45;403.03
12:00;404.68
12:15;403.62
12:30;406.53
12:45;401.19
13:00;383.19
13:15;356.91
13:30;356.37
13:45;404.32
14:00;402.58
14:15;404.75
14:30;402.80
14:45;406.13
15:00;403.01
15:15;402.50
15:30;402.45
15:45;406.12
16:00;399.94
16:15;387.11
16:30;350.57
16:45;351.80
17:00;394.79
17:15;404.63
17:30;402.08
17:45;401.28
18:00;473.99
18:15;494.41
18:30;491.19
18:45;493.78
19:00;496.44
19:15;492.06
19:30;491.47
19:45;457.03
20:00;449.51
20:15;470.88
20:30;497.18
20:45;495.86
21:00;425.34
21:15;403.96
21:30;405.70
21:45;402.76
22:00;399.82
22:15;407.27
22:30;403.73
22:45;403.72
23:00;383.70
23:15;361.95
23:30;2667.45
23:45;3284.67
