heure;puissance_w
00:00;2819.47
00:15;2821.97
00:30;2842.12
00:45;2854.10
01:00;2878.88
01:15;2112.14
01:30;465.11
01:45;433.73
02:00;444.68
02:15;422.29
02:30;416.56
02:45;359.23
03:00;418.98
03:15;430.72
03:30;439.40
03:45;433.88
04:00;442.25
04:15;429.81
04:30;385.42
04:45;383.01
05:00;424.04
05:15;450.11
05:30;1247.34
05:45;627.21
06:00;603.22
06:15;510.02
06:30;549.83
06:45;408.39
07:00;436.76
07:15;442.08
07:30;432.20
07:45;432.73
08:00;437.02
08:15;479.18
08:30;827.52
08:45;1042.55
09:00;705.54
09:15;765.64
09:30;640.34
09:45;439.78
10:00;428.07
10:15;368.26
10:30;410.58
10:45;431.19
11:00;430.48
11:15;437.64
11:30;418.18
11:45;421.80
12:00;366.25
12:15;391.50
12:30;414.56
12:45;447.33
13:00;417.51
13:15;422.49
13:30;370.49
13:45;343.59
14:00;314.56
14:15;357.50
14:30;385.37
14:45;380.02
15:00;384.61
15:15;366.13
15:30;346.65
15:45;306.17
16:00;372.89
16:15;378.38
16:30;397.55
16:45;371.43
17:00;392.08
17:15;339.68
17:30;338.35
17:45;581.50
18:00;841.72
18:15;1593.65
18:30;2227.14
18:45;1693.64
19:00;1627.22
19:15;1562.90
19:30;817.70
19:45;975.02
20:00;766.13
20:15;767.48
20:30;762.32
20:45;744.30
21:00;658.78
21:15;587.38
21:30;587.55
21:45;590.81
22:00;586.68
22:15;596.36
22:30;606.32
22:45;537.80
23:00;419.58
23:15;367.12
23:30;2245.10
23:45;2742.52
