heure;puissance_w
00:00;2731.05
00:15;2838.17
00:30;2847.87
00:45;1872.09
01:00;498.12
01:15;357.93
01:30;364.40
01:45;351.65
02:00;361.54
02:15;339.55
02:30;343.19
02:45;356.52
03:00;341.51
03:15;358.48
03:30;278.94
03:45;288.24
04:00;342.21
04:15;348.36
04:30;361.39
04:45;343.53
05:00;348.50
05:15;1496.49
05:30;2234.40
05:45;578.83
06:00;475.24
06:15;402.01
06:30;464.12
06:45;401.82
07:00;396.98
07:15;388.39
07:30;369.99
07:45;369.58
08:00;408.80
08:15;440.01
08:30;471.33
08:45;450.14
09:00;393.73
09:15;380.60
09:30;496.74
09:45;509.60
10:00;457.55
10:15;544.17
10:30;620.35
10:45;650.14
11:00;836.42
11:15;562.99
11:30;686.50
11:45;884.87
12:00;832.87
12:15;907.89
12:30;904.56
12:45;772.87
13:00;949.37
13:15;949.71
13:30;868.85
13:45;1051.06
14:00;789.11
14:15;651.78
14:30;616.58
14:45;653.65
15:00;648.70
15:15;644.73
15:30;748.40
15:45;630.26
16:00;634.95
16:15;715.21
16:30;654.30
16:45;787.77
17:00;738.87
17:15;900.68
17:30;2945.60
17:45;1158.01
18:00;697.38
18:15;686.09
18:30;696.60
18:45;824.70
19:00;864.10
19:15;1272.21
19:30;1653.64
19:45;1510.14
20:00;872.18
20:15;891.22
20:30;938.68
20:45;1063.94
21:00;1093.82
21:15;762.78
21:30;704.68
21:45;686.19
22:00;808.57
22:15;811.02
22:30;777.47
22:45;711.27
23:00;615.08
23:15;633.97
23:30;4462.75
23:45;6474.68
