heure;puissance_w
00:00;784.85
00:15;1363.16
00:30;3101.10
00:45;2725.87
01:00;2824.68
01:15;3722.94
01:30;3068.12
01:45;3292.20
02:00;3455.70
02:15;3344.38
02:30;3123.64
02:45;3839.80
03:00;3557.88
03:15;4173.90
03:30;2784.63
03:45;2754.51
04:00;4355.88
04:15;7006.81
04:30;2150.10
04:45;494.94
05:00;1016.31
05:15;1596.97
05:30;632.67
05:45;2225.32
06:00;4748.45
06:15;5746.86
06:30;5267.73
06:45;4624.05
07:00;3531.21
07:15;1587.40
07:30;345.55
07:45;784.21
08:00;902.50
08:15;2018.99
08:30;1856.34
08:45;871.19
09:00;746.28
09:15;673.16
09:30;1206.14
09:45;1447.01
10:00;2648.58
10:15;2836.98
10:30;2373.13
10:45;1036.35
11:00;1328.00
11:15;567.15
11:30;3629.86
11:45;3225.36
12:00;1944.32
12:15;1741.73
12:30;934.40
12:45;1394.53
13:00;817.43
13:15;2687.83
13:30;2954.39
13:45;1597.62
14:00;982.00
14:15;925.28
14:30;516.08
14:45;1265.73
15:00;916.65
15:15;1126.28
15:30;3746.20
15:45;1961.22
16:00;752.15
16:15;888.47
16:30;456.50
16:45;1227.77
17:00;2309.14
17:15;596.98
17:30;2421.60
17:45;4043.21
18:00;3736.31
18:15;4665.99
18:30;3476.02
18:45;3376.49
19:00;4261.55
19:15;3180.49
19:30;4388.47
19:45;4417.47
20:00;2677.77
20:15;2034.10
20:30;1274.52
20:45;1438.23
21:00;1711.55
21:15;1014.87
21:30;1034.91
21:45;1823.48
22:00;2021.50
22:15;861.74
22:30;1164.99
22:45;680.99
23:00;1585.80
23:15;2073.18
23:30;1315.11
23:45;763.65
