heure;puissance_w
00:00;7008.24
00:15;6673.22
00:30;6297.97
00:45;6711.86
01:00;6895.78
01:15;6375.93
01:30;6250.17
01:45;6599.25
02:00;6697.14
02:15;5728.51
02:30;6945.31
02:45;6763.38
03:00;5518.67
03:15;4301.12
03:30;4778.68
03:45;4172.17
04:00;4591.29
04:15;4858.97
04:30;4289.97
04:45;4514.55
05:00;4556.55
05:15;4505.15
05:30;6026.82
05:45;6228.94
06:00;8129.63
06:15;8372.74
06:30;8367.33
06:45;7606.10
07:00;6043.77
07:15;5215.76
07:30;795.39
07:45;926.08
08:00;964.71
08:15;752.36
08:30;851.60
08:45;870.99
09:00;617.41
09:15;494.61
09:30;515.88
09:45;495.60
10:00;443.58
10:15;805.37
10:30;441.38
10:45;508.65
11:00;662.88
11:15;778.86
11:30;732.71
11:45;971.73
12:00;1165.69
12:15;800.38
12:30;736.35
12:45;2227.38
13:00;3651.10
13:15;690.85
13:30;1080.21
13:45;810.32
14:00;1525.06
14:15;535.84
14:30;448.97
14:45;484.53
15:00;1034.85
15:15;683.88
15:30;876.12
15:45;635.50
16:00;636.48
16:15;862.56
16:30;2134.19
16:45;2734.60
17:00;534.19
17:15;1072.74
17:30;3564.39
17:45;4188.34
18:00;2237.24
18:15;1244.42
18:30;1468.37
18:45;1433.70
19:00;1516.89
19:15;3435.05
19:30;1399.48
19:45;2153.27
20:00;1254.78
20:15;977.12
20:30;1057.79
20:45;1280.34
21:00;720.08
21:15;589.04
21:30;556.32
21:45;580.68
22:00;615.52
22:15;598.56
22:30;966.41
22:45;1353.79
23:00;528.72
23:15;447.42
23:30;3990.47
23:45;6331.27
