heure;puissance_w
00:00;3303.86
00:15;1315.99
00:30;911.51
00:45;871.64
01:00;858.91
01:15;868.13
01:30;873.05
01:45;872.34
02:00;866.61
02:15;867.59
02:30;780.88
02:45;525.22
03:00;770.25
03:15;855.92
03:30;653.59
03:45;832.24
04:00;653.78
04:15;609.33
04:30;709.77
04:45;759.61
05:00;637.65
05:15;665.93
05:30;644.28
05:45;651.67
06:00;618.28
06:15;585.55
06:30;679.83
06:45;577.87
07:00;790.63
07:15;673.18
07:30;496.50
07:45;494.38
08:00;492.59
08:15;493.77
08:30;496.69
08:45;490.75
09:00;403.11
09:15;354.00
09:30;354.83
09:45;405.62
10:00;406.29
10:15;403.12
10:30;403.18
10:45;407.01
11:00;404.14
11:15;399.80
11:30;402.23
11:45;408.22
12:00;403.35
12:15;395.00
12:30;356.58
12:45;356.30
13:00;393.92
13:15;406.06
13:30;404.25
13:45;403.72
14:00;406.51
14:15;400.46
14:30;402.06
14:45;400.82
15:00;406.86
15:15;401.79
15:30;402.37
15:45;367.13
16:00;353.88
16:15;372.81
16:30;405.74
16:45;405.91
17:00;420.80
17:15;420.08
17:30;1002.59
17:45;2200.87
18:00;1869.28
18:15;1736.94
18:30;1951.50
18:45;2939.84
19:00;3045.79
19:15;2548.26
19:30;1805.02
19:45;1848.29
20:00;1788.92
20:15;1783.63
20:30;1766.88
20:45;1818.43
21:00;2243.13
21:15;2104.52
21:30;1372.45
21:45;1392.67
22:00;1390.55
22:15;1498.08
22:30;1535.60
22:45;1253.36
23:00;895.17
23:15;827.28
23:30;4441.54
23:45;6644.81
