heure;puissance_w
00:00;2578.53
00:15;706.36
00:30;320.96
00:45;312.61
01:00;273.08
01:15;225.13
01:30;249.22
01:45;330.13
02:00;314.95
02:15;296.59
02:30;225.25
02:45;225.41
03:00;321.94
03:15;316.32
03:30;311.83
03:45;243.06
04:00;225.37
04:15;287.08
04:30;291.65
04:45;279.37
05:00;278.26
05:15;278.97
05:30;280.97
05:45;276.66
06:00;276.56
06:15;277.18
06:30;281.55
06:45;278.94
07:00;356.07
07:15;497.21
07:30;464.96
07:45;372.22
08:00;381.84
08:15;370.43
08:30;366.16
08:45;364.92
09:00;295.05
09:15;280.12
09:30;279.70
09:45;277.93
10:00;281.93
10:15;276.76
10:30;275.68
10:45;277.97
11:00;282.91
11:15;276.15
11:30;274.71
11:45;275.61
12:00;234.84
12:15;225.52
12:30;250.00
12:45;284.62
13:00;278.66
13:15;277.85
13:30;277.23
13:45;282.76
14:00;278.37
14:15;277.39
14:30;279.00
14:45;284.14
15:00;278.30
15:15;276.51
15:30;243.11
15:45;224.56
16:00;239.51
16:15;284.22
16:30;278.02
16:45;276.99
17:00;277.43
17:15;281.79
17:30;279.06
17:45;276.38
18:00;354.00
18:15;321.86
18:30;317.39
18:45;341.58
19:00;369.20
19:15;366.28
19:30;362.68
19:45;363.02
20:00;369.97
20:15;365.99
20:30;364.47
20:45;364.08
21:00;244.87
21:15;225.66
21:30;247.07
21:45;285.80
22:00;279.63
22:15;278.77
22:30;278.50
22:45;283.48
23:00;279.89
23:15;277.98
23:30;2622.05
23:45;2639.30
