heure;puissance_w
00:00;2715.43
00:15;2710.64
00:30;3245.52
00:45;2823.60
01:00;2780.17
01:15;2735.99
01:30;3196.53
01:45;3230.47
02:00;769.87
02:15;314.74
02:30;335.96
02:45;849.00
03:00;415.24
03:15;315.33
03:30;338.19
03:45;600.97
04:00;596.53
04:15;344.85
04:30;1730.07
04:45;2738.09
05:00;788.39
05:15;582.15
05:30;505.77
05:45;390.64
06:00;2956.01
06:15;4596.66
06:30;4393.85
06:45;3678.02
07:00;947.90
07:15;857.11
07:30;585.72
07:45;837.37
08:00;908.88
08:15;838.53
08:30;678.99
08:45;500.72
09:00;407.03
09:15;403.89
09:30;397.10
09:45;392.91
10:00;390.82
10:15;434.42
10:30;528.03
10:45;560.26
11:00;854.10
11:15;778.62
11:30;476.06
11:45;470.71
12:00;745.49
12:15;588.18
12:30;533.21
12:45;534.09
13:00;406.80
13:15;365.91
13:30;698.90
13:45;410.68
14:00;404.98
14:15;388.32
14:30;474.91
14:45;543.57
15:00;374.00
15:15;357.16
15:30;585.67
15:45;294.35
16:00;804.60
16:15;396.29
16:30;527.56
16:45;524.62
17:00;521.48
17:15;869.87
17:30;1292.62
17:45;1505.02
18:00;781.54
18:15;2967.40
18:30;2331.12
18:45;1683.16
19:00;2585.60
19:15;1501.68
19:30;1256.13
19:45;1327.25
20:00;1107.80
20:15;713.01
20:30;854.50
20:45;948.73
21:00;1098.58
21:15;838.57
21:30;599.26
21:45;545.10
22:00;611.28
22:15;1084.85
22:30;603.77
22:45;577.00
23:00;571.53
23:15;481.09
23:30;2503.01
23:45;2796.37
