heure;puissance_w
00:00;3058.00
00:15;2920.70
00:30;2922.78
00:45;2846.48
01:00;854.68
01:15;548.93
01:30;488.84
01:45;448.90
02:00;459.92
02:15;440.63
02:30;454.58
02:45;443.99
03:00;432.12
03:15;455.57
03:30;438.69
03:45;438.98
04:00;434.23
04:15;442.50
04:30;449.15
04:45;428.23
05:00;444.91
05:15;447.30
05:30;892.47
05:45;544.32
06:00;520.82
06:15;543.72
06:30;634.46
06:45;553.03
07:00;1719.71
07:15;3173.56
07:30;1212.58
07:45;525.60
08:00;619.21
08:15;648.43
08:30;473.85
08:45;508.49
09:00;463.67
09:15;464.33
09:30;689.28
09:45;614.75
10:00;575.53
10:15;542.29
10:30;411.89
10:45;437.98
11:00;575.19
11:15;686.01
11:30;675.75
11:45;612.71
12:00;510.78
12:15;579.53
12:30;714.28
12:45;713.90
13:00;832.29
13:15;606.95
13:30;590.99
13:45;715.46
14:00;638.12
14:15;638.12
14:30;563.88
14:45;638.26
15:00;773.05
15:15;734.62
15:30;752.92
15:45;678.86
16:00;650.54
16:15;681.24
16:30;585.62
16:45;624.03
17:00;669.27
17:15;591.84
17:30;619.73
17:45;928.38
18:00;979.53
18:15;1004.88
18:30;1106.70
18:45;1162.27
19:00;1155.97
19:15;1107.84
19:30;1605.30
19:45;817.39
20:00;1013.41
20:15;1102.18
20:30;1020.58
20:45;1050.76
21:00;902.77
21:15;925.86
21:30;1047.50
21:45;721.33
22:00;822.11
22:15;842.80
22:30;789.68
22:45;840.29
23:00;725.90
23:15;688.97
23:30;1260.78
23:45;3040.87
