heure;puissance_w
00:00;3178.85
00:15;3140.11
00:30;3209.76
00:45;1723.67
01:00;839.42
01:15;908.77
01:30;1008.04
01:45;831.28
02:00;711.84
02:15;582.30
02:30;549.63
02:45;550.09
03:00;564.88
03:15;566.10
03:30;618.34
03:45;585.93
04:00;572.65
04:15;535.30
04:30;440.35
04:45;434.44
05:00;433.27
05:15;436.46
05:30;438.94
05:45;443.55
06:00;435.71
06:15;436.76
06:30;710.36
06:45;947.59
07:00;943.92
07:15;993.14
07:30;597.73
07:45;680.44
08:00;547.25
08:15;543.98
08:30;548.75
08:45;548.78
09:00;475.37
09:15;396.59
09:30;395.96
09:45;616.89
10:00;642.34
10:15;674.64
10:30;712.24
10:45;671.19
11:00;691.07
11:15;755.77
11:30;748.76
11:45;699.65
12:00;672.09
12:15;924.37
12:30;956.38
12:45;1309.69
13:00;1309.13
13:15;885.89
13:30;1157.55
13:45;1236.01
14:00;1143.37
14:15;1183.02
14:30;1042.52
14:45;1051.57
15:00;1167.01
15:15;1020.71
15:30;1054.53
15:45;951.68
16:00;961.63
16:15;826.11
16:30;995.98
16:45;1334.91
17:00;1296.01
17:15;1198.47
17:30;1245.35
17:45;1469.62
18:00;1368.22
18:15;1434.89
18:30;1461.80
18:45;1479.06
19:00;2293.14
19:15;3705.45
19:30;2172.40
19:45;1212.98
20:00;1252.92
20:15;1367.36
20:30;1540.02
20:45;1308.28
21:00;1166.13
21:15;1228.25
21:30;1047.11
21:45;1074.92
22:00;1223.54
22:15;1232.89
22:30;1201.45
22:45;1032.73
23:00;909.17
23:15;870.42
23:30;5231.48
23:45;6772.60
