heure;puissance_w
00:00;2678.47
00:15;543.13
00:30;273.02
00:45;225.22
01:00;221.80
01:15;247.78
01:30;282.10
01:45;277.41
02:00;276.82
02:15;275.31
02:30;279.01
02:45;278.21
03:00;274.81
03:15;255.36
03:30;222.42
03:45;221.34
04:00;272.32
04:15;279.62
04:30;277.10
04:45;275.62
05:00;274.52
05:15;278.82
05:30;272.77
05:45;272.15
06:00;230.94
06:15;221.06
06:30;238.17
06:45;281.61
07:00;355.33
07:15;364.19
07:30;365.04
07:45;366.11
08:00;368.28
08:15;364.29
08:30;349.60
08:45;319.81
09:00;235.42
09:15;268.92
09:30;279.10
09:45;275.65
10:00;274.01
10:15;274.07
10:30;279.84
10:45;276.05
11:00;269.82
11:15;229.80
11:30;222.83
11:45;241.83
12:00;280.71
12:15;276.43
12:30;272.81
12:45;271.99
13:00;273.24
13:15;277.63
13:30;274.16
13:45;256.21
14:00;223.45
14:15;224.15
14:30;271.67
14:45;280.08
15:00;276.94
15:15;276.19
15:30;275.97
15:45;281.13
16:00;275.80
16:15;274.46
16:30;231.69
16:45;223.18
17:00;242.57
17:15;281.74
17:30;277.08
17:45;275.60
18:00;352.97
18:15;367.40
18:30;383.03
18:45;376.98
19:00;456.53
19:15;530.03
19:30;347.31
19:45;376.75
20:00;367.89
20:15;363.70
20:30;362.12
20:45;361.29
21:00;292.70
21:15;276.51
21:30;275.30
21:45;274.40
22:00;279.73
22:15;274.26
22:30;271.15
22:45;249.89
23:00;221.08
23:15;221.26
23:30;2545.84
23:45;2698.16
