heure;puissance_w
00:00;4684.71
00:15;5040.10
00:30;3551.92
00:45;2703.80
01:00;5341.24
01:15;4656.23
01:30;1741.93
01:45;580.57
02:00;457.22
02:15;1279.42
02:30;663.96
02:45;2019.00
03:00;4533.28
03:15;3182.84
03:30;738.29
03:45;815.59
04:00;645.88
04:15;1230.76
04:30;1663.18
04:45;1600.10
05:00;383.70
05:15;356.86
05:30;763.67
05:45;1026.14
06:00;4457.00
06:15;5084.61
06:30;5474.28
06:45;4875.53
07:00;5300.45
07:15;2937.22
07:30;931.74
07:45;773.12
08:00;1111.47
08:15;743.10
08:30;469.70
08:45;410.99
09:00;383.12
09:15;400.13
09:30;398.32
09:45;446.62
10:00;401.21
10:15;697.80
10:30;462.70
10:45;330.55
11:00;546.21
11:15;754.87
11:30;815.25
11:45;626.52
12:00;827.35
12:15;1170.36
12:30;902.88
12:45;3161.10
13:00;3259.54
13:15;1618.56
13:30;461.58
13:45;341.06
14:00;384.63
14:15;786.28
14:30;1070.50
14:45;1007.01
15:00;1147.94
15:15;911.41
15:30;2872.88
15:45;2676.83
16:00;1167.47
16:15;1389.86
16:30;997.88
16:45;1373.22
17:00;1408.79
17:15;1133.27
17:30;2545.03
17:45;2480.95
18:00;2239.19
18:15;2317.52
18:30;3900.69
18:45;2883.90
19:00;2023.81
19:15;4297.43
19:30;1969.96
19:45;1462.37
20:00;1161.07
20:15;985.61
20:30;863.88
20:45;1734.61
21:00;869.09
21:15;656.93
21:30;1638.56
21:45;2805.46
22:00;1255.01
22:15;520.93
22:30;748.46
22:45;2996.91
23:00;2451.55
23:15;2108.95
23:30;3533.50
23:45;2794.02
