heure;puissance_w
00:00;2612.63
00:15;2454.24
00:30;318.63
00:45;313.64
01:00;281.54
01:15;224.23
01:30;246.90
01:45;331.39
02:00;313.39
02:15;310.42
02:30;320.01
02:45;335.60
03:00;475.94
03:15;287.92
03:30;349.36
03:45;331.45
04:00;316.96
04:15;313.71
04:30;324.24
04:45;311.53
05:00;303.80
05:15;224.81
05:30;224.66
05:45;321.58
06:00;317.56
06:15;312.07
06:30;294.15
06:45;224.80
07:00;295.51
07:15;412.61
07:30;400.30
07:45;393.56
08:00;358.97
08:15;316.54
08:30;343.14
08:45;408.60
09:00;332.84
09:15;310.83
09:30;244.72
09:45;226.20
10:00;295.11
10:15;323.43
10:30;313.58
10:45;301.18
11:00;225.42
11:15;225.81
11:30;330.67
11:45;317.58
12:00;310.69
12:15;273.56
12:30;222.58
12:45;252.15
13:00;325.50
13:15;314.04
13:30;311.67
13:45;249.24
14:00;224.14
14:15;282.41
14:30;324.30
14:45;311.22
15:00;308.13
15:15;225.07
15:30;223.00
15:45;310.80
16:00;316.96
16:15;309.80
16:30;287.28
16:45;221.79
17:00;236.23
17:15;328.42
17:30;313.59
17:45;308.96
18:00;328.59
18:15;316.00
18:30;353.92
18:45;406.01
19:00;392.57
19:15;392.79
19:30;327.12
19:45;314.61
20:00;378.38
20:15;401.00
20:30;392.23
20:45;382.57
21:00;245.27
21:15;221.40
21:30;322.98
21:45;315.27
22:00;308.74
22:15;279.33
22:30;299.16
22:45;317.58
23:00;326.25
23:15;470.83
23:30;2201.45
23:45;2704.94
