heure;puissance_w
00:00;6592.70
00:15;8452.68
00:30;7153.54
00:45;7362.52
01:00;7259.98
01:15;7368.30
01:30;8970.62
01:45;9603.77
02:00;6082.20
02:15;4385.80
02:30;5753.48
02:45;4451.13
03:00;4135.47
03:15;4481.16
03:30;4436.52
03:45;5328.70
04:00;6197.73
04:15;6895.34
04:30;5255.32
04:45;4929.35
05:00;3883.81
05:15;5200.07
05:30;4919.52
05:45;4502.71
06:00;7264.77
06:15;8350.69
06:30;8813.03
06:45;6323.38
07:00;5303.39
07:15;3667.97
07:30;1443.24
07:45;742.75
08:00;845.73
08:15;620.19
08:30;484.02
08:45;442.68
09:00;381.50
09:15;313.09
09:30;314.86
09:45;404.28
10:00;762.80
10:15;306.98
10:30;381.93
10:45;1408.18
11:00;379.36
11:15;338.91
11:30;715.58
11:45;760.89
12:00;1552.32
12:15;4382.17
12:30;2008.02
12:45;311.44
13:00;730.83
13:15;900.70
13:30;472.31
13:45;1356.74
14:00;562.47
14:15;808.33
14:30;3894.39
14:45;2690.79
15:00;450.72
15:15;840.63
15:30;1357.68
15:45;1244.65
16:00;825.23
16:15;396.83
16:30;535.04
16:45;2554.76
17:00;3265.67
17:15;2429.59
17:30;3464.57
17:45;4492.23
18:00;4723.67
18:15;2508.31
18:30;1248.48
18:45;2994.45
19:00;2009.87
19:15;3070.49
19:30;2490.30
19:45;1916.65
20:00;1617.18
20:15;842.45
20:30;1414.33
20:45;1485.96
21:00;1034.68
21:15;509.20
21:30;468.01
21:45;483.34
22:00;1811.37
22:15;2104.99
22:30;692.47
22:45;1239.50
23:00;494.17
23:15;843.12
23:30;4879.00
23:45;4541.36
