heure;puissance_w
00:00;2606.07
00:15;2631.54
00:30;2685.02
00:45;3404.05
01:00;3832.09
01:15;3879.27
01:30;2682.16
01:45;2656.36
02:00;2708.13
02:15;2707.90
02:30;2842.93
02:45;3388.21
03:00;1087.32
03:15;287.48
03:30;285.97
03:45;1681.79
04:00;3653.66
04:15;1216.08
04:30;345.29
04:45;328.85
05:00;296.58
05:15;296.98
05:30;727.80
05:45;344.68
06:00;3357.96
06:15;5195.86
06:30;7112.06
06:45;6483.06
07:00;2392.68
07:15;1136.41
07:30;484.84
07:45;471.79
08:00;390.91
08:15;381.07
08:30;481.03
08:45;716.33
09:00;602.33
09:15;506.00
09:30;543.13
09:45;614.91
10:00;599.15
10:15;562.77
10:30;625.71
10:45;598.90
11:00;522.08
11:15;561.80
11:30;599.62
11:45;600.22
12:00;591.77
12:15;968.94
12:30;561.87
12:45;509.85
13:00;551.72
13:15;2061.37
13:30;1415.96
13:45;1142.94
14:00;483.68
14:15;530.54
14:30;548.92
14:45;534.41
15:00;682.52
15:15;893.40
15:30;574.50
15:45;588.62
16:00;575.61
16:15;3988.49
16:30;5983.75
16:45;6536.12
17:00;4490.28
17:15;4384.87
17:30;5148.87
17:45;5808.20
18:00;5547.41
18:15;4440.02
18:30;4362.60
18:45;2132.94
19:00;1075.83
19:15;844.11
19:30;1026.25
19:45;1073.97
20:00;772.78
20:15;1718.42
20:30;1648.23
20:45;1449.90
21:00;1093.32
21:15;691.12
21:30;1227.75
21:45;2767.71
22:00;1461.98
22:15;1556.89
22:30;4118.70
22:45;4313.19
23:00;4912.61
23:15;3718.65
23:30;5205.32
23:45;5990.76
