heure;puissance_w
00:00;2695.48
00:15;2702.24
00:30;2644.99
00:45;2644.06
01:00;2643.95
01:15;2606.79
01:30;1996.38
01:45;294.22
02:00;347.10
02:15;342.48
02:30;381.96
02:45;491.09
03:00;391.75
03:15;292.36
03:30;888.57
03:45;2559.52
04:00;1526.91
04:15;347.76
04:30;337.66
04:45;317.70
05:00;1940.33
05:15;2339.18
05:30;2349.40
05:45;1215.17
06:00;4027.49
06:15;5130.95
06:30;4582.52
06:45;3415.14
07:00;1609.76
07:15;2217.91
07:30;1541.60
07:45;557.30
08:00;450.79
08:15;447.21
08:30;484.37
08:45;468.89
09:00;379.80
09:15;316.18
09:30;320.18
09:45;365.68
10:00;363.16
10:15;362.64
10:30;359.65
10:45;339.86
11:00;314.57
11:15;314.29
11:30;367.24
11:45;360.77
12:00;359.61
12:15;363.16
12:30;335.06
12:45;313.64
13:00;315.86
13:15;368.35
13:30;364.71
13:45;364.20
14:00;360.36
14:15;661.71
14:30;315.43
14:45;320.33
15:00;365.20
15:15;362.25
15:30;361.68
15:45;361.46
16:00;324.51
16:15;316.52
16:30;332.02
16:45;370.32
17:00;365.97
17:15;738.23
17:30;1975.29
17:45;2235.67
18:00;1073.32
18:15;813.39
18:30;1288.79
18:45;985.13
19:00;836.10
19:15;1448.63
19:30;2377.58
19:45;746.48
20:00;837.79
20:15;951.43
20:30;1188.22
20:45;1361.94
21:00;917.71
21:15;730.91
21:30;661.79
21:45;712.24
22:00;543.35
22:15;508.45
22:30;502.99
22:45;542.69
23:00;593.09
23:15;567.89
23:30;2370.22
23:45;2678.37
