heure;puissance_w
00:00;3175.97
00:15;3471.90
00:30;3388.20
00:45;3261.68
01:00;5284.47
01:15;4669.74
01:30;4569.50
01:45;2878.83
02:00;2813.13
02:15;1194.57
02:30;1783.75
02:45;4210.51
03:00;5410.22
03:15;660.83
03:30;918.48
03:45;2113.05
04:00;1026.23
04:15;461.62
04:30;1314.30
04:45;1604.36
05:00;3626.61
05:15;3161.49
05:30;1320.01
05:45;393.80
06:00;4468.93
06:15;5760.75
06:30;5311.49
06:45;4913.83
07:00;4843.66
07:15;3387.01
07:30;1271.62
07:45;739.91
08:00;1280.73
08:15;676.09
08:30;558.57
08:45;564.51
09:00;883.55
09:15;318.08
09:30;334.66
09:45;707.96
10:00;737.34
10:15;322.64
10:30;755.17
10:45;431.84
11:00;924.32
11:15;3623.21
11:30;2916.20
11:45;1516.69
12:00;974.21
12:15;320.38
12:30;320.53
12:45;1238.86
13:00;1187.62
13:15;2389.58
13:30;2901.90
13:45;1495.54
14:00;868.55
14:15;871.33
14:30;956.32
14:45;1397.82
15:00;1278.89
15:15;1150.68
15:30;2739.80
15:45;2246.81
16:00;1173.58
16:15;1790.40
16:30;839.91
16:45;403.50
17:00;1186.95
17:15;1725.33
17:30;3747.23
17:45;4883.63
18:00;5544.89
18:15;4092.48
18:30;3403.23
18:45;4576.04
19:00;1445.40
19:15;2939.85
19:30;3669.07
19:45;2128.58
20:00;2230.93
20:15;1044.93
20:30;1448.97
20:45;1626.28
21:00;1216.15
21:15;1123.98
21:30;893.12
21:45;756.89
22:00;966.91
22:15;471.42
22:30;822.20
22:45;1641.34
23:00;1707.11
23:15;1004.42
23:30;2967.56
23:45;5202.62
