heure;puissance_w
00:00;1544.31
00:15;985.45
00:30;3155.01
00:45;2862.46
01:00;5142.33
01:15;4300.09
01:30;1961.98
01:45;432.82
02:00;579.71
02:15;1027.18
02:30;350.78
02:45;340.54
03:00;352.90
03:15;426.70
03:30;373.68
03:45;347.08
04:00;775.44
04:15;423.33
04:30;439.56
04:45;549.99
05:00;589.09
05:15;798.06
05:30;2909.21
05:45;3435.00
06:00;6040.61
06:15;5160.28
06:30;4408.90
06:45;2542.71
07:00;1501.05
07:15;935.33
07:30;524.34
07:45;365.80
08:00;378.53
08:15;472.51
08:30;539.83
08:45;866.48
09:00;520.44
09:15;421.93
09:30;366.24
09:45;352.77
10:00;428.81
10:15;407.27
10:30;499.47
10:45;489.49
11:00;585.58
11:15;499.18
11:30;658.00
11:45;967.47
12:00;1528.89
12:15;1145.39
12:30;696.12
12:45;715.93
13:00;1071.41
13:15;741.37
13:30;668.80
13:45;2329.12
14:00;2040.33
14:15;1049.59
14:30;766.17
14:45;990.46
15:00;1602.35
15:15;1038.71
15:30;909.74
15:45;778.35
16:00;644.15
16:15;1882.27
16:30;1534.95
16:45;861.36
17:00;991.24
17:15;947.11
17:30;1230.48
17:45;1763.34
18:00;1298.03
18:15;1185.33
18:30;1234.99
18:45;1718.30
19:00;1360.23
19:15;1020.63
19:30;1279.81
19:45;1407.88
20:00;2156.52
20:15;2442.22
20:30;1553.89
20:45;862.73
21:00;828.50
21:15;978.02
21:30;1409.77
21:45;1041.21
22:00;914.23
22:15;888.65
22:30;858.71
22:45;794.04
23:00;747.77
23:15;1854.21
23:30;1105.50
23:45;1485.76
