heure;puissance_w
00:00;4841.00
00:15;2830.60
00:30;2631.71
00:45;2658.07
01:00;4774.73
01:15;3825.77
01:30;3833.42
01:45;2666.22
02:00;3017.63
02:15;2812.40
02:30;872.71
02:45;1099.02
03:00;2256.83
03:15;486.09
03:30;387.06
03:45;1448.20
04:00;3540.61
04:15;1465.23
04:30;330.10
04:45;693.27
05:00;341.38
05:15;380.18
05:30;802.40
05:45;1156.18
06:00;3614.32
06:15;5080.35
06:30;5119.71
06:45;5255.16
07:00;7926.28
07:15;5481.31
07:30;5124.90
07:45;4100.58
08:00;817.98
08:15;473.47
08:30;450.88
08:45;465.82
09:00;577.30
09:15;392.28
09:30;391.96
09:45;608.32
10:00;484.67
10:15;730.21
10:30;616.74
10:45;475.59
11:00;532.74
11:15;934.05
11:30;648.68
11:45;511.73
12:00;498.60
12:15;815.36
12:30;801.57
12:45;780.86
13:00;677.91
13:15;1270.24
13:30;1114.26
13:45;1177.90
14:00;2777.01
14:15;1763.58
14:30;1406.48
14:45;610.61
15:00;838.78
15:15;770.00
15:30;804.95
15:45;622.07
16:00;760.63
16:15;691.34
16:30;589.68
16:45;605.40
17:00;538.43
17:15;777.86
17:30;3094.12
17:45;4619.78
18:00;4316.63
18:15;2097.33
18:30;1040.99
18:45;2156.56
19:00;1270.99
19:15;1327.09
19:30;1966.67
19:45;1361.96
20:00;2662.60
20:15;1519.84
20:30;835.82
20:45;1250.03
21:00;1732.73
21:15;641.76
21:30;577.63
21:45;564.93
22:00;544.33
22:15;516.50
22:30;532.83
22:45;583.09
23:00;493.51
23:15;334.88
23:30;4422.34
23:45;6084.44
