heure;puissance_w
00:00;2629.03
00:15;2609.52
00:30;2626.50
00:45;3141.88
01:00;3862.74
01:15;3579.16
01:30;2422.52
01:45;515.48
02:00;486.34
02:15;529.09
02:30;787.25
02:45;2122.17
03:00;1621.52
03:15;832.48
03:30;849.07
03:45;2578.76
04:00;1709.92
04:15;780.40
04:30;520.21
04:45;500.12
05:00;446.48
05:15;764.75
05:30;348.20
05:45;1660.72
06:00;4996.30
06:15;5113.49
06:30;5412.86
06:45;4805.47
07:00;4575.87
07:15;3259.23
07:30;1063.23
07:45;687.04
08:00;814.51
08:15;797.67
08:30;415.03
08:45;396.62
09:00;365.11
09:15;381.24
09:30;333.52
09:45;292.97
10:00;294.01
10:15;812.77
10:30;360.52
10:45;297.42
11:00;289.55
11:15;740.88
11:30;431.80
11:45;328.14
12:00;290.16
12:15;586.62
12:30;496.27
12:45;358.08
13:00;295.72
13:15;679.68
13:30;470.87
13:45;799.19
14:00;533.41
14:15;3260.39
14:30;2214.53
14:45;402.53
15:00;379.98
15:15;763.35
15:30;342.72
15:45;339.64
16:00;388.98
16:15;877.34
16:30;820.09
16:45;575.91
17:00;1018.27
17:15;708.57
17:30;3536.92
17:45;4226.02
18:00;4098.49
18:15;2798.86
18:30;3458.55
18:45;3421.93
19:00;1149.08
19:15;3355.81
19:30;1476.80
19:45;1819.66
20:00;900.62
20:15;1388.80
20:30;850.62
20:45;1127.13
21:00;787.41
21:15;1362.67
21:30;547.24
21:45;508.18
22:00;565.20
22:15;604.88
22:30;684.40
22:45;737.27
23:00;428.89
23:15;328.38
23:30;2554.16
23:45;2705.84
