heure;puissance_w
00:00;6640.71
00:15;6813.10
00:30;6846.71
00:45;6822.42
01:00;4349.69
01:15;4570.98
01:30;4680.80
01:45;4331.01
02:00;4415.04
02:15;4511.87
02:30;4222.42
02:45;4209.52
03:00;4245.19
03:15;4528.92
03:30;4328.51
03:45;3904.78
04:00;4967.52
04:15;5974.88
04:30;5052.22
04:45;4046.01
05:00;4212.30
05:15;4429.99
05:30;3932.12
05:45;4101.67
06:00;3551.90
06:15;531.87
06:30;1046.69
06:45;933.19
07:00;956.27
07:15;861.55
07:30;624.32
07:45;616.03
08:00;621.97
08:15;578.38
08:30;538.20
08:45;525.07
09:00;437.77
09:15;428.24
09:30;433.87
09:45;523.06
10:00;591.28
10:15;518.11
10:30;504.90
10:45;520.71
11:00;557.99
11:15;594.04
11:30;592.79
11:45;587.11
12:00;589.73
12:15;725.52
12:30;804.90
12:45;1447.88
13:00;997.84
13:15;877.04
13:30;825.72
13:45;939.85
14:00;1492.88
14:15;1293.87
14:30;1467.80
14:45;1423.58
15:00;1446.19
15:15;1456.30
15:30;1492.01
15:45;1394.65
16:00;1270.26
16:15;1253.98
16:30;1365.11
16:45;1102.38
17:00;1374.15
17:15;1337.28
17:30;1232.49
17:45;1193.02
18:00;1298.57
18:15;1339.98
18:30;1305.92
18:45;1525.35
19:00;1643.01
19:15;2799.24
19:30;2391.38
19:45;1415.12
20:00;1606.83
20:15;1255.03
20:30;1381.80
20:45;1747.25
21:00;1099.98
21:15;1354.53
21:30;1363.75
21:45;1344.42
22:00;1501.85
22:15;1396.88
22:30;1343.44
22:45;1354.04
23:00;1169.56
23:15;1185.59
23:30;3310.12
23:45;3333.68
