heure;puissance_w
00:00;6454.75
00:15;6306.47
00:30;6443.09
00:45;6389.26
01:00;4142.90
01:15;5042.73
01:30;4429.48
01:45;4894.67
02:00;3886.45
02:15;3946.46
02:30;3956.44
02:45;3937.88
03:00;4511.76
03:15;5333.76
03:30;3919.48
03:45;3903.60
04:00;3904.17
04:15;3868.82
04:30;3897.00
04:45;3907.30
05:00;4065.36
05:15;4018.02
05:30;3892.00
05:45;3338.34
06:00;456.16
06:15;454.87
06:30;457.53
06:45;458.38
07:00;452.63
07:15;457.68
07:30;496.35
07:45;457.24
08:00;595.68
08:15;914.63
08:30;587.26
08:45;511.11
09:00;531.09
09:15;486.79
09:30;523.02
09:45;516.22
10:00;438.96
10:15;390.83
10:30;385.27
10:45;423.21
11:00;424.78
11:15;414.04
11:30;423.06
11:45;415.02
12:00;419.72
12:15;409.93
12:30;417.94
12:45;388.08
13:00;371.27
13:15;377.08
13:30;419.76
13:45;413.00
14:00;412.02
14:15;413.23
14:30;406.33
14:45;405.44
15:00;402.63
15:15;392.20
15:30;379.19
15:45;415.16
16:00;400.42
16:15;526.95
16:30;466.27
16:45;414.17
17:00;418.15
17:15;410.36
17:30;407.61
17:45;405.99
18:00;467.82
18:15;496.08
18:30;496.94
18:45;497.56
19:00;504.02
19:15;498.37
19:30;498.05
19:45;498.54
20:00;503.19
20:15;500.35
20:30;491.19
20:45;457.21
21:00;395.79
21:15;386.78
21:30;411.56
21:45;407.79
22:00;407.10
22:15;407.07
22:30;409.62
22:45;406.73
23:00;405.90
23:15;371.88
23:30;2053.82
23:45;2688.53
